LAD23CD,borough_total_area,borough_area_covered,area_coverage_rate,borough_total_area_km2,borough_area_covered_km2
E07000219,72999954.4544201,29344535.766917706,0.4019801928128588,72.9999544544201,29.344535766917705
E07000220,291326809.7565405,26554249.99455229,0.09114935222317323,291.32680975654046,26.55424999455229
E07000221,931610064.5737417,43803855.538253956,0.04701951728945352,931.6100645737416,43.803855538253956
E07000222,281178503.83179915,39985407.32031566,0.14220648725065738,281.17850383179916,39.98540732031566
E07000223,41962832.71971652,14827773.988082206,0.3533549340465587,41.962832719716516,14.827773988082205
E07000224,209750920.7758325,47635599.55002401,0.2271055563133079,209.7509207758325,47.63559955002401
E07000225,711528407.418018,50640313.09242461,0.07117117540842438,711.528407418018,50.640313092424606
E07000226,39274139.91956478,28297167.76295057,0.7205038180569823,39.27413991956478,28.29716776295057
E07000227,466897646.2206604,40658200.385828905,0.08708161352908908,466.89764622066036,40.658200385828906
E07000228,296022548.0254933,40633877.10399213,0.13726615548384766,296.02254802549334,40.63387710399213
E07000229,28836760.29829003,21776337.119857665,0.7551589323697006,28.83676029829003,21.776337119857665
E07000234,206451032.33780915,26315446.554438844,0.1274658026963979,206.45103233780915,26.315446554438843
E07000235,577057231.3546368,25062949.080480978,0.043432345560675024,577.0572313546368,25.062949080480976
E07000236,53133712.35974372,24569287.47447286,0.46240487222360094,53.13371235974372,24.569287474472862
E07000237,32506314.131835606,23718121.323419265,0.7296465919582843,32.50631413183561,23.718121323419265
E07000238,638484917.2310922,41479911.396040216,0.06496615703300482,638.4849172310923,41.479911396040215
E07000239,193039325.88071197,24648733.80786458,0.12768762890881719,193.03932588071197,24.64873380786458
E07000240,157943339.72026533,37983203.58665212,0.2404862633266111,157.94333972026533,37.983203586652124
E07000241,118495214.78542204,32022863.197753925,0.2702460454267522,118.49521478542204,32.02286319775393
E07000242,433573911.4140197,40605656.756159306,0.09365336725111435,433.5739114140197,40.605656756159306
E07000243,24167835.24513885,20384540.230036546,0.8434574310554653,24.16783524513885,20.384540230036546
E07000244,1257860366.572212,144477265.06126493,0.11485954156817826,1257.860366572212,144.47726506126494
E07000245,905844970.240439,106814403.75504267,0.11791687017557856,905.844970240439,106.81440375504268
E08000001,139810281.82355613,65185750.442786485,0.466244324756118,139.81028182355612,65.18575044278649
E08000002,99476086.4124859,39600528.63466345,0.398090938866016,99.4760864124859,39.60052863466345
E08000003,107821042.88223171,98655239.80644892,0.9149905915323578,107.82104288223171,98.65523980644892
E08000004,141908092.6459764,49740016.59520129,0.3505086684470465,141.90809264597638,49.74001659520129
E08000005,157720163.15151224,51095919.47110604,0.3239656772483888,157.72016315151222,51.095919471106036
E08000006,87370511.50402455,43321063.89782688,0.49583163875412795,87.37051150402455,43.32106389782688
E08000007,125029808.15309863,74892160.69492242,0.5989944462141155,125.02980815309863,74.89216069492242
E08000008,102715340.71914646,51836606.15491712,0.5046627484462466,102.71534071914645,51.83660615491712
E08000009,105453656.42881703,69826138.85185938,0.6621500023471749,105.45365642881703,69.82613885185937
E08000010,188170534.9079806,77323177.78852299,0.4109207524245795,188.1705349079806,77.32317778852298
E08000011,85146181.97968546,36898169.9696666,0.4333508457075612,85.14618197968545,36.8981699696666
E08000012,107567749.95223415,90226830.24745704,0.8387907182917054,107.56774995223415,90.22683024745704
E08000013,133164157.86596978,45451045.08045626,0.3413159051867613,133.16415786596977,45.451045080456254
E08000014,153085492.24554932,63198138.91230473,0.41282905378737544,153.08549224554932,63.19813891230473
E08000015,153580748.23699552,89337841.3294349,0.5816994796221121,153.58074823699553,89.3378413294349
E08000016,327505053.61474437,75191246.04126023,0.22958804821897594,327.5050536147444,75.19124604126023
E08000017,560069325.7434909,91594093.4778781,0.1635406355388007,560.0693257434909,91.59409347787809
E08000018,257744810.32269266,79067480.15656349,0.30676652638542823,257.7448103226927,79.06748015656349
E08000019,365463990.2279589,149788988.40949637,0.4098597739166181,365.4639902279589,149.78898840949637
E08000021,106467486.35270932,80883068.86632375,0.7596973652441781,106.46748635270933,80.88306886632375
E08000022,74636675.92322537,71351017.19030213,0.9559779600004826,74.63667592322537,71.35101719030213
E08000023,64007639.532179564,47252999.14999642,0.7382399897162304,64.00763953217957,47.25299914999642
E08000024,129588519.37950672,90773782.00154522,0.7004770363623761,129.58851937950672,90.77378200154521
E08000025,253847636.8911995,213851571.2289941,0.8424406618394169,253.8476368911995,213.8515712289941
E08000026,92865783.65224458,71126711.9472225,0.7659087033989979,92.86578365224459,71.1267119472225
E08000027,96413381.06007317,77327499.33520295,0.8020411532608922,96.41338106007316,77.32749933520294
E08000028,82477195.30445242,70100489.71726184,0.8499378459524017,82.47719530445242,70.10048971726184
E08000029,178287716.33185327,61138374.69846511,0.34291972524156444,178.28771633185326,61.13837469846511
E08000030,102549251.44871555,63216081.52747254,0.6164460552799513,102.54925144871555,63.21608152747254
E08000031,66283625.88714781,56633660.46839238,0.8544140383149057,66.2836258871478,56.63366046839238
E08000032,365676699.03975827,136630413.7297487,0.3736371885015663,365.67669903975826,136.6304137297487
E08000033,362991926.43088573,68994661.13663137,0.19007216445561378,362.9919264308857,68.99466113663136
E08000034,405591423.716023,156779303.27727684,0.386544917150533,405.59142371602303,156.77930327727685
E08000035,544375192.4377291,254266470.82607073,0.4670794598252311,544.3751924377291,254.26647082607073
E08000036,322412916.69816595,109337057.32364437,0.33912120656754796,322.41291669816593,109.33705732364437
E08000037,137546533.24382845,80004657.70711124,0.5816552102064773,137.54653324382843,80.00465770711124
E09000001,2906360.9617462237,2873650.7140374,0.9887452907125582,2.906360961746224,2.8736507140374004
E09000002,32311786.6287967,23799769.07618537,0.7365661747399228,32.3117866287967,23.79976907618537
E09000003,82880810.75221953,52988594.58475767,0.6393348967491688,82.88081075221953,52.98859458475767
E09000004,58832500.740501784,41763578.11964239,0.7098725635317298,58.832500740501786,41.76357811964239
E09000005,39621993.124779515,31376757.449512113,0.7919025514617323,39.621993124779515,31.376757449512112
E09000006,148865571.8982968,69406896.61394297,0.4662387396151001,148.8655718982968,69.40689661394296
E09000007,20190044.635500923,15886270.219735984,0.786836805293761,20.19004463550092,15.886270219735984
E09000008,84533845.27825095,59656821.8488185,0.7057152274624746,84.53384527825095,59.6568218488185
E09000009,54622653.671966754,38989519.74734287,0.7137976119119407,54.62265367196675,38.98951974734287
E09000010,79753753.58364032,47181735.57576911,0.5915926643664252,79.75375358364032,47.18173557576911
E09000011,42381281.80979579,30342135.867646933,0.715932472354666,42.38128180979579,30.34213586764693
E09000012,17954976.479522094,14592862.527698519,0.8127475156729883,17.954976479522095,14.592862527698518
E09000013,15105631.661676804,12333547.977448622,0.8164867417453984,15.105631661676803,12.333547977448621
