LAD23CD,borough_total_area,borough_area_covered,area_coverage_rate,borough_total_area_km2,borough_area_covered_km2,borough_pop,cov_pop,coverage_rate,pop_density_km2,served_pop_density_km2,served_pop_over_total_km2,cov_pop_share
E06000053,16387456.763571396,1202588.2573898388,0.0733846791933657,16.387456763571397,1.2025882573898388,2271.0,166.65660644813366,0.0733846791933657,138.58160132866584,138.58160132866587,10.169766355607054,0.07338467919336576
E06000054,3029839515.085922,454642021.37030673,0.1500548194406309,3029.839515085922,454.64202137030674,452785.0,274011.57546599343,0.605169286672468,149.44190863757998,602.6974247565438,90.43765324917642,0.605169286672468
E06000055,407456528.9644188,73232504.49687795,0.1797308406936166,407.4565289644189,73.23250449687795,149866.0,116484.25867788952,0.7772560732780587,367.8085620100274,1590.6086986667988,285.8814386259632,0.7772560732780586
E06000056,596259089.5525147,119041443.98398373,0.1996471769903296,596.2590895525146,119.04144398398373,252285.0,144485.43610956654,0.5727072006245577,423.11304669474623,1213.7406206951432,242.31988852027587,0.5727072006245577
E06000057,4866177953.204683,217420380.2943723,0.044679907390396,4866.177953204683,217.42038029437228,307687.0,185719.99316438093,0.6036003898909637,63.229705727750634,854.1977201627961,38.16547502996118,0.6036003898909637
E06000058,157596715.81135297,126874540.13344242,0.8050582747251807,157.59671581135296,126.87454013344242,379199.0,371669.95598163863,0.9801448737513512,2406.1351662550524,2929.428990171933,2358.361048757745,0.9801448737513512
E06000059,2431594753.790732,391481644.67070925,0.1609978982149099,2431.594753790732,391.4816446707093,362669.0,230190.66193498197,0.6347128150875371,149.14861920746358,587.9986075173574,94.6665399635883,0.6347128150875371
E06000060,1424377826.4059403,181628643.951904,0.1275143719487674,1424.3778264059406,181.628643951904,515883.0,272561.48970195994,0.5283397392469997,362.18129097228444,1500.6525610252056,191.35476883243848,0.5283397392469997
E06000061,945548891.6070772,167239718.50749776,0.1768705140389443,945.5488916070772,167.23971850749777,328476.0,242257.2983867959,0.7375190223541322,347.3918725045666,1448.563179541198,256.20811418333926,0.7375190223541321
E06000062,1328834458.031227,195167093.5881147,0.1468708855407544,1328.834458031227,195.1670935881147,390935.0,278034.8696434383,0.7112048541149765,294.19390627422547,1424.599119307529,209.23213419327556,0.7112048541149765
E06000063,2858954731.574578,78111122.0904528,0.0273215665948767,2858.9547315745776,78.11112209045281,260174.0,111832.0109893524,0.4298354600742288,91.00318977653362,1431.7040646254031,39.11639794581868,0.4298354600742288
E06000064,3773375539.085058,66474517.08193026,0.0176167244403265,3773.3755390850583,66.47451708193026,217398.0,83444.75410227272,0.3838340467818136,57.61366652965401,1255.2893614770685,22.114086774015032,0.38383404678181365
E06000065,7855496863.5298815,239554802.7756735,0.0304951815190502,7855.496863529882,239.55480277567355,568333.0,222345.026248346,0.391223149541459,72.3484471922529,928.1593341985996,28.304387374987105,0.391223149541459
E06000066,3333905207.317144,459079975.6226509,0.1377003685093017,3333.905207317144,459.0799756226509,531988.0,317329.151416977,0.5964968221406818,159.56902398796777,691.2284749222244,95.182415720913,0.5964968221406818
E07000008,26543391.37289628,22342442.86232027,0.8417327894706914,26.54339137289628,22.34244286232027,100404.0,96072.08815772788,0.9568551866233208,3782.6364607848686,4299.9813740040945,3619.435316612482,0.9568551866233206
E07000009,644504187.3538343,57500758.73689994,0.0892170444585985,644.5041873538343,57.50075873689994,79882.0,23167.202728066004,0.2900178103711224,123.94333747927165,402.90255706137185,35.94577534582744,0.29001781037112245
E07000010,539716933.7806658,97048902.45568874,0.1798144478733887,539.7169337806657,97.04890245568876,99660.0,60084.68513117405,0.6028967000920534,184.6523497083762,619.1176160761623,111.32629230342386,0.6028967000920534
E07000011,833846349.8251678,110255496.0167154,0.1322251947733927,833.8463498251677,110.2554960167154,164484.0,91158.0251478565,0.5542060330965717,197.25936323219176,826.7889442358174,109.32232918806874,0.5542060330965717
E07000012,882652566.2545116,132681595.92296226,0.1503214299664809,882.6525662545116,132.68159592296226,150681.0,56315.09784691393,0.373737218673316,170.71382983613435,424.4378992819145,63.80211195202661,0.373737218673316
E07000032,214994677.71494287,35414188.11189601,0.1647212316523061,214.99467771494287,35.41418811189601,122401.0,56634.18706830302,0.4626938265888597,569.3210701815095,1599.1948449971378,263.4213445199474,0.4626938265888597
E07000033,154421063.8961965,23152751.551142905,0.1499325996530268,154.4210638961965,23.152751551142902,74612.0,30090.39073237013,0.4032915714948015,483.17242555818024,1299.6464228410364,194.85936680631352,0.40329157149480155
E07000034,66029978.261885986,39273557.22803462,0.5947837370515117,66.02997826188599,39.273557228034626,103673.0,84608.80407885702,0.8161122382766682,1570.0898702225143,2154.3453165597325,1281.3695582828195,0.8161122382766682
E07000035,795430757.2408166,24808010.400684234,0.0311881457623515,795.4307572408165,24.808010400684235,71659.0,12258.85902762231,0.1710721476384307,90.08829410691904,494.14922154677083,15.411597949953224,0.17107214763843076
E07000036,109623749.75620228,31181016.480552573,0.284436689585036,109.62374975620229,31.18101648055257,113039.0,72339.48619382671,0.6399515759501297,1031.1542913957337,2319.984861267895,659.888813826439,0.6399515759501297
E07000037,540207614.5140855,25091043.575403932,0.0464470379559037,540.2076145140855,25.091043575403933,91079.0,36882.136159341055,0.4049466524593051,168.59999295257097,1469.9323305745484,68.27400275080606,0.40494665245930517
E07000038,274652469.4454515,35889058.0813908,0.130670800644371,274.6524694454515,35.8890580813908,99795.0,40775.937046448315,0.4085969943028039,363.3500918506039,1136.1662642127535,148.4637554098045,0.4085969943028039
E07000039,326281298.9303007,29611353.58053223,0.090754063066476,326.2812989303007,29.611353580532235,94380.0,37054.03114454151,0.3926046953225419,289.25960608046125,1251.3454018158227,113.56467951433798,0.39260469532254194
E07000040,756144750.8237848,79212453.63237642,0.1047583198138691,756.1447508237849,79.21245363237642,135303.0,69453.45399011807,0.5133179160116041,178.93796108826203,876.7996799146041,91.85206128119216,0.5133179160116041
E07000041,38099231.27686908,31547694.34715747,0.8280401805983629,38.09923127686909,31.54769434715747,113608.0,107685.82322550433,0.9478718331940033,2981.897434475902,3413.429268095058,2826.4565876131687,0.9478718331940033
E07000042,897272941.5865495,32491247.410217088,0.0362111080188892,897.2729415865496,32.491247410217085,80080.0,27149.476914214953,0.3390294319956912,89.24820563339767,835.5935545176275,30.257768462525465,0.3390294319956912
E07000043,1080648042.5761218,49516630.62759021,0.0458212375136951,1080.6480425761215,49.51663062759021,96374.0,46528.80351938379,0.4827941511132027,89.18167266583593,939.660128923602,43.05638994955777,0.4827941511132027
E07000044,886508865.8979297,44308144.60851823,0.0499804867305407,886.5088658979297,44.30814460851823,89161.0,27543.37956920109,0.3089173469252373,100.57541828382094,621.6324292646161,31.069491382133975,0.30891734692523737
E07000045,657516629.3492885,72596428.15717435,0.1104100260232496,657.5166293492885,72.59642815717434,128095.0,69936.18211977652,0.545971209803478,194.81636552184128,963.3556897367143,106.36412677347627,0.545971209803478
E07000046,983632737.6933604,28609198.37884855,0.0290852441999213,983.6327376933604,28.60919837884855,66024.0,27583.79588561844,0.4177843797046292,67.1226134205615,964.1582934393501,28.04277941206291,0.4177843797046292
E07000047,1068965371.4792953,24550036.419527605,0.022966166233761,1068.9653714792953,24.550036419527604,54119.0,15695.810307137352,0.2900240268138242,50.62745851636619,639.3395935923166,14.68317938626636,0.2900240268138242
E07000061,33620349.937800065,20651884.02113941,0.6142673725688995,33.620349937800064,20.65188402113941,99344.0,84948.58801198976,0.8550953053228153,2954.877036788527,4113.357789780139,2526.7014819640613,0.8550953053228153
E07000062,29742830.60545505,22263855.505370345,0.7485452814059665,29.742830605455048,22.263855505370344,90974.0,82351.2507759217,0.9052174332877712,3058.6866867780473,3698.8764482439915,2768.776511836701,0.9052174332877712
E07000063,292078606.5356375,29291976.856475577,0.1002879916605654,292.0786065356375,29.29197685647558,100166.0,52210.69341662107,0.5212416729890489,342.9419264494416,1782.4230051949824,178.75562348059432,0.5212416729890489
E07000064,511799068.6397565,35120671.75655501,0.0686219923179962,511.7990686397565,35.12067175655501,93409.0,40160.49669167694,0.4299424754753497,182.51107851419016,1143.500243106292,78.46926489806683,0.4299424754753497
E07000065,795418135.243067,56906367.49485985,0.071542708134848,795.418135243067,56.90636749485985,150078.0,63220.98871532661,0.4212542059151015,188.67812204726584,1110.96510809686,79.48145247657358,0.42125420591510154
E07000066,108577777.20016836,66873449.18306917,0.6159036490476751,108.57777720016836,66.87344918306917,180994.0,155049.43210911957,0.8566550941419028,1666.952526264457,2318.549947747791,1428.0033733171613,0.8566550941419029
E07000067,611159829.6384826,77072230.07301441,0.1261081411692334,611.1598296384826,77.07223007301441,152862.0,90295.31388951476,0.5906982369033165,250.11787847774937,1171.567421936195,147.7441898348045,0.5906982369033165
E07000068,151959218.35843417,35001591.1418519,0.2303354249907486,151.95921835843416,35.001591141851904,71887.0,44352.22874856992,0.6169714795243914,473.0677136706269,1267.1489295678712,291.86928721858783,0.6169714795243914
E07000069,45061343.86066817,29303188.690523416,0.6502954901018992,45.06134386066817,29.303188690523417,89712.0,79036.37592925102,0.8810011584765809,1990.8860303277638,2697.193700111251,1753.9728991136012,0.8810011584765809
E07000070,295937195.95487076,76312449.58533329,0.257867042833543,295.9371959548708,76.31244958533328,162858.0,125040.96799931453,0.7677913765324057,550.3127090007138,1638.539565677191,422.5253523669352,0.7677913765324057
E07000071,311988203.947723,69685713.38394141,0.2233600902283408,311.988203947723,69.68571338394142,160214.0,118030.2019898452,0.7367034216101289,513.525825568859,1693.7503579757342,378.31623278174465,0.7367034216101289
E07000072,338970318.66705966,35990256.23818333,0.1061752438375979,338.97031866705964,35.99025623818333,134941.0,62958.33772777859,0.4665619621003148,398.09090226728824,1749.3161846673345,185.7340724561107,0.46656196210031486
E07000073,26067923.519418944,21194117.69358664,0.8130343668454594,26.067923519418944,21.19411769358664,84643.0,75929.18869055356,0.8970521920365956,3247.0173520705,3582.559547337505,2912.7440332557044,0.8970521920365956
E07000074,339646508.45455563,45723951.77987809,0.1346221752372169,339.64650845455566,45.723951779878085,63278.0,27501.45028644872,0.4346131402137982,186.3054629589002,601.4670477049928,80.97080229555307,0.43461314021379815
E07000075,169356581.89749572,47036659.8489917,0.2777374184220426,169.35658189749572,47.0366598489917,86181.0,63394.70355002967,0.7355995352807425,508.8730478285259,1347.7722217851876,374.3267774995587,0.7355995352807425
E07000076,337753635.5309579,84340675.65248024,0.2497106375180667,337.75363553095787,84.34067565248024,148925.0,101820.03145101458,0.6837000601041772,440.9278963522802,1207.2470449555892,301.4624292376623,0.6837000601041772
E07000077,610858759.0170933,46582938.441279754,0.0762581165509263,610.8587590170933,46.58293844127975,84807.0,24066.70698493427,0.2837820814901396,138.83242033962043,516.6420966610258,39.39815322229148,0.2837820814901396
E07000078,44695766.74068601,25294517.19021863,0.565926463169796,44.695766740686,25.29451719021863,113338.0,95150.9747342777,0.8395328551260627,2535.7658737025276,3761.7233022764512,2128.858763880718,0.8395328551260627
E07000079,1028595196.8052558,24865748.766713515,0.0241744748993041,1028.5951968052557,24.865748766713516,76445.0,21952.061573869156,0.287161509240227,74.31981039521942,882.8232674519434,21.341788919538722,0.28716150924022704
E07000080,526296082.2639344,31706035.90496319,0.0602437239672683,526.2960822639344,31.70603590496319,87114.0,24178.60388940434,0.2775512993250722,165.52279778573924,762.5867819578,45.94106759335311,0.2775512993250722
E07000081,32978908.21951403,27337970.893845014,0.8289531815874002,32.97890821951403,27.337970893845014,118544.0,109890.6059653634,0.9270026822560689,3594.5398559269474,4019.706012274109,3332.148087920623,0.9270026822560686
E07000082,413006910.58718985,55537782.89805744,0.1344718005301581,413.00691058718985,55.53778289805744,111454.0,46191.78492319376,0.4144470806179568,269.85989130676046,831.7182017867231,111.84264412796603,0.4144470806179568
E07000083,376541516.96809053,24501251.16589177,0.0650691890848468,376.54151696809055,24.50125116589177,78987.0,27017.8358569012,0.3420542096408421,209.76969720630737,1102.7124971688293,71.75260798450225,0.3420542096408422
E07000084,611822510.5689601,50960436.90164451,0.0832928439560914,611.8225105689601,50.96043690164451,168645.0,111647.9976721025,0.6620296935699398,275.6436664011753,2190.8759904784015,182.48429200206482,0.6620296935699398
E07000085,506632242.81105626,41282083.14535863,0.0814833318075146,506.63224281105624,41.28208314535863,119797.0,54773.718937605314,0.4572211235473786,236.45751272225516,1326.815770045838,108.11336963808807,0.4572211235473786
E07000086,69553998.81976455,36537207.23781484,0.5253070687207186,69.55399881976456,36.53720723781484,122441.0,92036.70146639718,0.7516820465889463,1760.3732650552797,2518.9856703427004,1323.2409786372182,0.7516820465889463
E07000087,74274609.12532245,39512608.39627188,0.5319800246892291,74.27460912532244,39.51260839627188,114952.0,93818.15172552304,0.8161506691969086,1547.6621331799026,2374.385178134052,1263.1254856854928,0.8161506691969086
E07000088,23607057.413667742,17096828.223845463,0.7242252994202886,23.607057413667743,17.096828223845463,73865.0,63354.892807510165,0.8577119448657708,3128.9371947405225,3705.6518307382407,2683.7268066637425,0.8577119448657708
E07000089,206723603.12428573,27849864.495954175,0.1347202935467913,206.72360312428572,27.849864495954176,92732.0,49959.51732096372,0.5387516425933196,448.57964256867155,1793.8872675025573,241.67301926779604,0.5387516425933196
E07000090,54291415.98676574,35746757.0851439,0.6584237385493437,54.29141598676574,35.746757085143905,122097.0,102017.2830281084,0.8355429128324889,2248.9190561867604,2853.8891733624155,1879.0683789307775,0.8355429128324889
E07000091,753055807.7911756,88198646.80078426,0.1171209967286275,753.0558077911757,88.19864680078426,176217.0,107489.78590324048,0.6099853357124482,234.00257746749287,1218.7237537332,142.7381407740868,0.6099853357124482
E07000092,31246057.84278583,19029207.551335517,0.6090114678491844,31.24605784278583,19.029207551335517,93326.0,79264.26648425481,0.8493267308601549,2986.8087830333243,4165.400281142651,2536.776539398091,0.8493267308601549
E07000093,580094842.207264,39934626.590579495,0.0688415474246039,580.0948422072639,39.9346265905795,111318.0,60977.64397323545,0.5477788315747268,191.8962071381887,1526.9366256605979,105.11668012977877,0.5477788315747268
E07000094,620614699.9076428,41683147.14188679,0.0671642923509383,620.6146999076428,41.68314714188679,121526.0,56260.78430210557,0.4629526545933016,195.8155358197042,1349.7249646385246,90.65332211834179,0.4629526545933016
E07000095,49702074.56522206,18254638.84750963,0.3672812253250071,49.70207456522206,18.25463884750963,93400.0,65447.93695979667,0.7007273764432191,1879.1972129339367,3585.2770085739244,1316.8049328386069,0.7007273764432191
E07000096,211624476.92388335,40100731.349845454,0.189490043556109,211.62447692388335,40.100731349845454,151121.0,103662.39385224988,0.6859562460032019,714.0998158467032,2585.0499570165416,489.84122894978236,0.6859562460032019
E07000098,100721583.00932585,28094036.884612206,0.2789276741412113,100.72158300932584,28.094036884612205,104735.0,65635.55263613602,0.6266821276186186,1039.84664329891,2336.280574618532,651.6533068196397,0.6266821276186186
E07000099,375365972.9405084,52794934.384002835,0.1406492281930154,375.3659729405084,52.79493438400283,133583.0,91016.25421238173,0.6813460860467404,355.8740259633803,1723.958089432917,242.47337471584524,0.6813460860467404
E07000102,84755658.09699897,27544241.77173247,0.3249841059603282,84.75565809699897,27.54424177173247,87529.0,50812.22621820761,0.580518756277435,1032.7216136983689,1844.7494993437838,599.5142667650027,0.580518756277435
E07000103,20003710.792815126,15742481.372621348,0.7869780530058296,20.003710792815127,15.742481372621349,89746.0,78283.28294960118,0.8722760117398122,4486.467582416493,4972.741024534298,3913.438049590216,0.8722760117398122
E07000105,559851284.0707151,40624886.41850626,0.0725637103537926,559.8512840707151,40.62488641850626,125595.0,70395.20943055052,0.5604937253119194,224.3363614115352,1732.8099998941213,125.73912293047248,0.5604937253119194
E07000106,287788011.5307138,50148038.944484524,0.1742533981097838,287.7880115307138,50.148038944484526,147300.0,96593.6937877398,0.6557616686200937,511.8350803305773,1926.1709095877527,335.64182633587905,0.6557616686200937
E07000107,63714493.80228034,21071965.30354415,0.3307248327034497,63.71449380228034,21.07196530354415,93941.0,55349.98887589615,0.5891994855909151,1474.4054985592284,2626.712225393931,868.718961303514,0.5891994855909151
E07000108,306566848.5819107,35864308.27482765,0.116986909839487,306.56684858191073,35.86430827482765,109470.0,54804.30227582132,0.5006330709401783,357.0836197924741,1528.1014722452412,178.76786915914136,0.5006330709401783
E07000109,97641847.35717562,24464488.05426675,0.2505533100451819,97.64184735717562,24.464488054266752,103849.0,80481.53532368065,0.7749861368302117,1063.5706186520467,3289.7289796196737,824.2524849952681,0.7749861368302117
E07000110,379634918.3828175,43297518.44657171,0.114050410934305,379.6349183828175,43.29751844657171,161101.0,100840.89661057104,0.6259482970966725,424.35769788054233,2329.0225451374713,265.6259783481897,0.6259482970966725
E07000111,366548704.6742425,43580761.999377966,0.1188948738425057,366.5487046742425,43.58076199937796,117880.0,51536.53000037665,0.4371948591820211,321.5943706710457,1182.552292250242,140.59940559925852,0.43719485918202117
E07000112,356805905.03967905,31730390.22031812,0.0889289940893481,356.80590503967903,31.73039022031812,110040.0,64815.50287490424,0.5890176560787371,308.40296768004123,2042.694792747948,181.65479315062444,0.5890176560787371
E07000113,340642270.9575265,39357580.681072384,0.115539332715345,340.6422709575265,39.357580681072385,134618.0,75381.03362435767,0.5599625133663974,395.1887697953524,1915.286263025041,221.29089678878015,0.5599625133663974
E07000114,78332330.36444387,33956226.19477105,0.4334892889920233,78.33233036444386,33.95622619477105,135351.0,113025.08546666637,0.83505172083447,1727.9072302620746,3328.552614132109,1442.8919060726685,0.8350517208344701
