LSOA11CD,Total
E01033905,"1,337"
E01033906,"1,112"
E01033907,"1,749"
E01033908,"1,446"
E01033909,"2,131"
E01033910,"1,352"
E01014737,"1,617"
E01014738,"1,519"
E01014739,"1,598"
E01014740,"1,494"
E01014741,"1,538"
E01014742,"1,555"
E01014744,"1,459"
E01014745,"1,707"
E01014746,"1,560"
E01014747,"1,511"
E01014748,"1,390"
E01014749,"1,455"
E01014750,"1,711"
E01014751,"1,589"
E01014752,"1,630"
E01014753,"1,974"
E01014754,"1,340"
E01014755,"1,363"
E01014756,"1,535"
E01014757,"1,433"
E01014758,"1,300"
E01014759,"1,465"
E01014760,"1,478"
E01014761,"1,558"
E01014762,"1,488"
E01014763,"1,745"
E01014764,"1,850"
E01014765,"1,890"
E01014766,"1,405"
E01014767,"1,391"
E01014770,"1,351"
E01014771,"1,416"
E01014772,"1,432"
E01014773,"1,791"
E01014774,"1,824"
E01014775,"1,242"
E01014776,"1,239"
E01014777,"1,467"
E01014778,"1,283"
E01014779,"1,109"
E01014780,"1,640"
E01014781,"1,746"
E01014782,"1,371"
E01014783,"1,582"
E01014784,"1,631"
E01014785,"1,383"
E01014786,"1,669"
E01014787,"1,900"
E01014789,"1,381"
E01014790,"1,579"
E01014792,"1,812"
E01014793,"1,539"
E01014794,"1,783"
E01014795,"1,501"
E01014796,"1,794"
E01014797,"1,798"
E01014798,"1,481"
E01014799,"1,741"
E01014800,"1,819"
E01014801,"1,634"
E01014802,"1,661"
E01014803,"1,495"
E01014804,"1,461"
E01014805,"1,655"
E01014806,"1,692"
E01014807,"1,610"
E01014808,"1,415"
E01014809,"2,043"
E01014811,"1,824"
E01014812,"1,437"
E01014813,"1,787"
E01014815,"1,376"
E01014816,"1,456"
E01014817,"1,615"
E01014818,"1,733"
E01014819,"1,589"
E01014820,"1,457"
E01014821,"1,145"
E01014822,"1,424"
E01014823,"1,238"
E01014824,"1,448"
E01014825,"1,226"
E01014826,"1,486"
E01014827,"1,382"
E01014828,"1,494"
E01014829,"2,001"
E01014830,"1,483"
E01014831,"1,347"
E01014832,"1,537"
E01014833,"1,517"
E01014834,"1,396"
E01014835,"1,408"
E01014836,"1,461"
E01014838,"1,374"
E01014839,"1,588"
E01014840,"1,384"
E01014841,"1,784"
E01014842,"1,586"
E01014843,"1,442"
E01014844,"1,447"
E01014845,"1,284"
E01014846,"1,453"
E01014847,"1,831"
E01014848,"1,398"
E01014849,"1,780"
E01014850,"2,166"
E01014851,"2,675"
E01014852,"1,642"
E01014853,"1,719"
E01014854,"1,418"
E01014855,"1,451"
E01014856,"2,170"
E01014857,"1,502"
E01014858,"1,743"
E01014859,"1,496"
E01014860,"1,469"
E01032666,"1,328"
E01032667,"1,132"
E01032668,"1,497"
E01032669,"1,479"
E01032670,"1,733"
E01032671,"1,295"
E01032672,"2,792"
E01032673,"1,347"
E01032675,"1,615"
E01032676,"2,001"
E01032677,"1,906"
E01032678,"1,549"
E01032679,"1,183"
E01032680,"1,885"
E01032681,"1,321"
E01032682,"1,039"
E01035211,"1,318"
E01035212,"1,828"
E01035213,"1,911"
E01035214,"1,694"
E01035215,"1,457"
E01035216,"2,488"
E01014861,"2,366"
E01014862,"2,949"
E01014863,"1,520"
E01014864,"1,534"
E01014865,"2,226"
E01014866,"1,509"
E01014867,"1,650"
E01014869,"1,610"
E01014870,"1,644"
E01014871,"1,236"
E01014872,"1,562"
E01014873,"1,408"
E01014874,"1,433"
E01014875,"1,784"
E01014876,"1,711"
E01014877,"1,555"
E01014878,"2,156"
E01014879,"1,778"
E01014880,"1,968"
E01014881,"1,907"
E01014882,"2,158"
E01014883,"1,219"
E01014884,"2,083"
E01014885,"2,379"
E01014886,"1,819"
E01014887,"1,388"
E01014888,"1,880"
E01014889,"1,444"
E01014890,"2,255"
E01014891,"1,679"
E01014892,"1,835"
E01014893,"1,459"
E01014894,"1,189"
E01014895,"1,391"
E01014896,"1,291"
E01014897,"1,582"
E01014898,"1,802"
E01014899,"1,784"
E01014900,"1,573"
E01014901,"1,781"
E01014902,"1,365"
E01014903,"1,545"
E01014904,"1,558"
E01014905,"1,705"
E01014906,"1,770"
E01014907,"1,639"
E01014908,"1,472"
E01014909,"1,574"
E01014910,"1,596"
E01014911,"1,486"
E01014912,"1,836"
E01014913,"1,648"
E01014914,"2,196"
E01014915,"1,698"
E01014916,"1,611"
E01014917,"1,728"
E01014918,"1,484"
E01014919,"1,372"
E01014920,"1,356"
E01014921,"1,658"
E01014922,"1,383"
E01014923,"1,483"
E01014924,"1,823"
E01014925,"1,538"
E01014926,"1,718"
E01014927,"1,853"
E01014928,"1,470"
E01014929,"2,308"
E01014930,"2,074"
E01014931,"1,691"
E01014932,"1,566"
E01014933,"1,344"
E01014934,"1,316"
E01014935,"1,390"
E01014936,"1,405"
E01014937,"1,341"
E01014938,"1,581"
E01014939,"1,225"
E01014940,"1,314"
E01014941,"1,627"
E01014942,"1,545"
E01014943,"1,668"
E01014944,"1,691"
E01014945,"1,638"
E01014946,"1,604"
E01014947,"1,487"
E01014948,"1,680"
E01014950,"1,503"
E01014951,"1,362"
E01014953,"2,071"
E01014954,"1,539"
E01014955,"1,393"
E01014956,"1,511"
E01014957,"1,163"
E01014958,"1,161"
E01014959,"1,447"
E01014960,"1,782"
E01014961,"1,610"
E01014962,"1,776"
E01014963,"1,906"
E01014964,"1,681"
E01014965,"1,582"
E01014967,"2,140"
E01014968,"1,779"
E01014969,"1,619"
E01014972,"1,705"
E01014973,"1,521"
E01014974,"1,708"
E01014975,"1,768"
E01014976,"1,754"
E01014977,"1,483"
E01014978,"1,526"
E01014979,"1,489"
E01014980,"1,538"
E01014982,"1,464"
E01014983,"1,516"
E01014984,"1,542"
E01014985,"1,286"
E01014986,"1,665"
E01014987,"2,513"
E01014988,"1,740"
E01014989,"2,231"
E01014990,"1,470"
E01014991,"2,189"
E01014992,"1,417"
E01014993,"1,635"
E01014994,"1,980"
E01014995,"1,658"
E01014996,"1,857"
E01014998,"1,567"
E01014999,"1,648"
E01015000,"1,645"
E01015001,"1,581"
E01015002,"1,494"
E01015003,"1,620"
E01015004,"1,663"
E01015005,"2,364"
E01015006,"1,579"
E01015007,"1,993"
E01015008,"1,746"
E01015009,"1,408"
E01015010,"1,357"
E01015011,"1,798"
E01015012,"1,783"
E01015013,"1,339"
E01015014,"2,998"
E01015015,"1,578"
E01015016,"1,114"
E01015017,"1,439"
E01015018,"1,473"
E01015019,"1,626"
E01015020,"1,614"
E01015021,"1,489"
E01015022,"1,571"
E01033334,"1,579"
E01033336,"1,662"
E01033338,"1,677"
E01033339,"1,502"
E01035217,"1,576"
E01035218,"1,663"
E01035219,"1,059"
E01035220,"2,041"
E01035221,"1,643"
E01035222,"1,654"
E01035223,"1,536"
E01035224,"1,406"
E01035225,"1,640"
E01035226,"1,854"
E01035227,"1,307"
E01035228,"2,538"
E01035229,"2,757"
E01035230,"1,237"
E01035231,"1,281"
E01035232,"1,725"
E01035233,"1,825"
E01015023,"1,782"
E01015024,"1,290"
E01015025,"1,718"
E01015026,"1,525"
E01015027,"1,611"
E01015028,"1,698"
E01015029,"1,973"
E01015030,"1,633"
E01015031,"1,515"
E01015032,"1,717"
E01015033,"1,564"
E01015034,"1,500"
E01015035,"1,435"
E01015036,"1,515"
E01015037,"1,322"
E01015038,"1,729"
E01015039,"1,070"
E01015040,"1,512"
E01015041,"1,892"
E01015042,"1,434"
E01015043,"1,425"
E01015044,"1,430"
E01015045,"1,438"
E01015046,"1,898"
E01015047,"2,025"
E01015048,"2,363"
E01015049,"1,655"
E01015050,"1,779"
E01015051,"1,752"
E01015052,"1,850"
E01015053,"1,174"
E01015054,"2,661"
E01015055,"1,452"
E01015056,"1,655"
E01015057,"1,672"
E01015058,"1,615"
E01015059,"1,499"
E01015060,"1,505"
E01015061,"1,560"
E01015062,"1,770"
E01015063,"1,467"
E01015064,"1,614"
E01015065,"1,291"
E01015066,"1,313"
E01015067,"1,411"
E01015068,"1,600"
E01015069,"1,549"
E01015070,"2,775"
E01015071,"1,487"
E01015072,"1,339"
E01015073,"1,478"
E01015074,"1,490"
E01015075,"1,519"
E01015076,"1,398"
E01015077,"2,513"
E01015078,"1,476"
E01015079,"1,748"
E01015080,"1,412"
E01015081,"1,739"
E01015082,"1,604"
E01015083,"1,603"
E01015084,"1,471"
E01015085,"1,598"
E01015086,"1,382"
E01015087,"1,605"
E01015088,"1,617"
E01015089,"1,686"
E01015090,"1,296"
E01015091,"1,394"
E01015092,"2,795"
E01015093,"1,324"
E01015094,"1,519"
E01015095,"1,377"
E01015096,"1,348"
E01015097,"2,220"
E01015098,"1,601"
E01015099,"1,464"
E01015100,"1,480"
E01015101,"1,537"
E01015102,"1,634"
E01015103,"1,520"
E01015104,"1,494"
E01015105,"1,517"
E01015106,"1,224"
E01015107,"1,833"
E01015108,"1,823"
E01015109,"1,303"
E01015110,"1,502"
E01015111,"1,746"
E01015112,"1,631"
E01015113,"1,440"
E01015114,"1,464"
E01015115,"1,383"
E01015116,"1,459"
E01015117,"1,386"
E01015118,"1,674"
E01015119,"1,607"
E01015120,"1,537"
E01015121,"1,507"
E01015122,"1,617"
E01015123,"1,649"
E01015124,"1,519"
E01015125,"1,473"
E01015126,"1,550"
E01015127,"1,442"
E01015128,"1,577"
E01015129,"1,372"
E01015130,"1,545"
E01015131,"2,424"
E01015132,"1,486"
E01015133,"1,428"
E01015134,"1,529"
E01015136,"1,460"
E01015137,"1,783"
E01015138,"1,879"
E01015139,"1,435"
E01015140,"1,483"
E01015141,"1,778"
E01015142,"1,391"
E01015143,"1,306"
E01015144,"1,552"
E01015145,"1,328"
E01015146,"1,969"
E01015147,"1,282"
E01015148,"1,497"
E01015149,"1,466"
E01015150,"1,417"
E01015151,"1,818"
E01015152,"2,499"
E01015153,"1,818"
E01015155,"1,870"
E01015156,"2,035"
E01015159,"1,730"
E01015160,"1,476"
E01015161,"1,684"
E01015162,"1,516"
E01015163,"1,611"
E01015164,"1,924"
E01015165,"1,699"
E01015166,"2,209"
E01015167,"1,489"
E01015168,"1,825"
E01015169,"1,811"
E01015170,"1,578"
E01015171,"1,765"
E01015172,"1,702"
E01015173,"1,663"
E01015174,"1,655"
E01015175,"1,585"
E01015176,"1,433"
E01015177,"1,669"
E01015178,"1,927"
E01015179,"1,609"
E01015180,"1,743"
E01015181,"2,155"
E01015182,"1,965"
E01032657,"1,275"
E01032658,"1,513"
E01034157,"1,872"
E01034158,"1,181"
E01034159,"1,308"
E01034160,"1,464"
E01034161,"1,194"
E01034162,"1,024"
E01015183,"1,386"
E01015184,"1,243"
E01015185,"1,344"
E01015186,"1,296"
E01015187,"1,742"
E01015188,"1,533"
E01015189,"1,012"
E01015190,"2,033"
E01015191,"1,597"
E01015192,"1,580"
E01015193,"1,350"
E01015194,"1,414"
E01015196,"1,835"
E01015197,"1,389"
E01015198,"1,601"
E01015199,"1,340"
E01015200,"1,051"
E01015201,"1,255"
E01015202,"1,515"
E01015203,"1,236"
E01015204,"1,539"
E01015205,"1,528"
E01015206,"1,559"
E01015207,"1,559"
E01015208,"1,991"
E01015209,"1,517"
E01015210,"1,719"
E01015211,"1,535"
E01015212,"1,470"
E01015213,"1,497"
E01015214,"1,529"
E01015215,"1,446"
E01015216,"1,470"
E01015217,"1,662"
E01015218,"1,522"
E01015219,"1,426"
E01015220,"1,422"
E01015221,"1,486"
E01015222,"1,607"
E01015223,"1,273"
E01015224,"1,639"
E01015225,"1,485"
E01015226,"1,444"
E01015227,"1,570"
E01015228,"1,562"
E01015229,"1,492"
E01015230,"1,386"
E01015231,"1,780"
E01015232,"1,987"
E01015233,"1,462"
E01015234,"1,334"
E01015235,"1,766"
E01015236,"1,494"
E01015237,"1,375"
E01015238,"1,350"
E01015239,"1,674"
E01015240,"1,517"
E01015241,"1,589"
E01015242,"1,388"
E01015243,"1,283"
E01015244,"1,433"
E01015245,"1,239"
E01015246,"1,449"
E01015247,"1,790"
E01015248,"1,441"
E01015249,"1,487"
E01015250,"1,523"
E01015251,"1,230"
E01015253,"1,993"
E01015254,"1,433"
E01015255,"1,826"
E01015256,"1,948"
E01015257,"1,467"
E01015258,"2,104"
E01015259,"1,598"
E01015260,"1,692"
E01015261,"2,321"
E01015262,"1,391"
E01015263,"1,593"
E01015264,"1,335"
E01015265,"1,349"
E01015266,"1,571"
E01015267,"1,687"
E01015268,"1,682"
E01015269,"1,553"
E01015270,"1,678"
E01015271,"1,497"
E01034169,"1,531"
E01034170,"1,370"
E01034171,"1,153"
E01034172,"1,990"
E01015471,"2,144"
E01015473,"1,953"
E01015475,"2,503"
E01015477,"1,715"
E01015478,"1,580"
E01015479,"2,331"
E01015480,"3,140"
E01015481,"1,788"
E01015482,"1,252"
E01015483,"1,379"
E01015484,"1,424"
E01015485,"1,368"
E01015486,"1,401"
E01015487,"1,500"
E01015488,"1,465"
E01015489,"1,441"
E01015490,"1,236"
E01015491,"1,411"
E01015492,"1,363"
E01015493,"2,229"
E01015494,"2,178"
E01015496,"1,869"
E01015497,"1,635"
E01015498,"1,714"
E01015499,"1,356"
E01015500,"1,474"
E01015501,"1,329"
E01015502,"1,548"
E01015503,"1,317"
E01015504,"1,280"
E01015505,"1,476"
E01015506,"1,450"
E01015507,"1,635"
E01015508,"1,493"
E01015509,"1,777"
E01015510,"2,170"
E01015511,"1,861"
E01015512,"1,669"
E01015513,"1,455"
E01015514,"1,197"
E01015515,"1,428"
E01015516,"1,261"
E01015517,"1,370"
E01015518,"1,490"
E01015519,"1,538"
E01015520,"1,272"
E01015521,"1,573"
E01015522,"1,337"
E01015523,"1,606"
E01015524,"1,106"
E01015525,"1,533"
E01015526,"1,515"
E01015527,"1,747"
E01015528,"2,153"
E01015529,"1,629"
E01015530,"2,126"
E01015532,"1,677"
E01015533,"1,482"
E01015534,"2,186"
E01015535,"2,143"
E01015537,"1,802"
E01015538,"1,932"
E01015539,"1,665"
E01015540,"1,854"
E01015541,"1,826"
E01015542,"1,413"
E01015543,"1,523"
E01015544,"1,783"
E01015545,"1,697"
E01015546,"1,864"
E01015547,"1,875"
E01015548,"1,608"
E01015549,"1,690"
E01015550,"1,886"
E01015551,"1,668"
E01015552,"2,238"
E01015553,"1,492"
E01015554,"1,385"
E01015555,"1,483"
E01015556,"1,488"
E01015557,"1,833"
E01015558,"1,559"
E01015559,"1,488"
E01015560,"2,128"
E01015561,"1,583"
E01015562,"1,457"
E01015563,"1,484"
E01015564,"1,532"
E01015565,"1,458"
E01015566,"1,552"
E01015567,"1,635"
E01015568,"1,684"
E01015569,"1,505"
E01015570,"1,430"
E01015571,"1,528"
E01015572,"1,360"
E01015573,"2,314"
E01015574,"1,621"
E01015575,"1,373"
E01015576,"1,616"
E01015578,"2,091"
E01015579,"1,683"
E01015580,"1,742"
E01015581,"1,626"
E01015582,"2,175"
E01015584,"1,422"
E01015585,"2,002"
E01015586,"1,375"
E01015587,"1,850"
E01015588,"1,785"
E01032700,"1,747"
E01032701,"1,260"
E01032702,"1,418"
E01032703,"1,571"
E01032704,"1,864"
E01032705,"1,535"
E01032706,"1,545"
E01032707,"2,091"
E01032708,"1,704"
E01032709,"1,393"
E01032710,"1,398"
E01032711,"1,601"
E01032712,"2,432"
E01032713,"2,042"
E01032714,"1,834"
E01032715,"1,251"
E01032716,"1,567"
E01033840,"1,592"
E01033841,"1,484"
E01033842,"1,606"
E01033843,"1,369"
E01033844,"1,608"
E01033845,"1,754"
E01033846,"1,579"
E01033847,"1,653"
E01033848,"1,995"
E01033849,"2,263"
E01033850,"2,179"
E01033860,"1,793"
E01033861,"1,891"
E01015589,"1,974"
E01015590,"1,505"
E01015591,"1,501"
E01015592,"1,576"
E01015593,"1,635"
E01015594,"2,392"
E01015595,"1,666"
E01015596,"1,743"
E01015597,"1,757"
E01015598,"1,467"
E01015599,"2,692"
E01015600,"1,942"
E01015601,"2,286"
E01015603,"2,550"
E01015604,"1,989"
E01015605,"1,798"
E01015606,"1,869"
E01015607,"1,823"
E01015608,"1,814"
E01015609,"1,894"
E01015610,"1,965"
E01015612,"2,507"
E01015613,"1,607"
E01015614,"2,181"
E01015615,"1,964"
E01015616,"2,236"
E01015617,"1,450"
E01015618,"1,350"
E01015619,"2,192"
E01015620,"2,224"
E01015622,"2,647"
E01015623,"1,805"
E01015624,"1,727"
E01015626,"1,331"
E01015627,"1,859"
E01015628,"2,103"
E01015629,"1,737"
E01015630,"2,032"
E01015631,"1,483"
E01015632,"2,041"
E01015633,"2,459"
E01015634,"2,108"
E01015635,"1,611"
E01015636,"1,114"
E01015637,"1,598"
E01015638,"1,631"
E01015639,"1,744"
E01015640,"1,492"
E01015641,"1,373"
E01015642,"1,679"
E01015643,"1,446"
E01015644,"2,590"
E01015645,"1,685"
E01015646,"1,891"
E01015647,"1,665"
E01015648,"1,354"
E01015650,"2,001"
E01015651,"2,265"
E01015652,"2,293"
E01015653,"1,984"
E01015654,"2,783"
E01015655,"2,232"
E01015656,"1,596"
E01015658,"1,693"
E01015659,"1,943"
E01015660,"1,642"
E01015661,"2,334"
E01015662,"1,520"
E01015663,"1,629"
E01015664,"1,692"
E01015665,"1,862"
E01015666,"1,466"
E01015667,"1,450"
E01015668,"2,138"
E01015669,"1,505"
E01015670,"1,420"
E01015672,"1,552"
E01015673,"1,522"
E01015674,"1,553"
E01015675,"1,672"
E01015676,"1,986"
E01015677,"1,175"
E01015678,"1,316"
E01015679,"1,720"
E01015680,"1,510"
E01015681,"1,465"
E01015682,"1,424"
E01015683,"1,808"
E01015684,"1,422"
E01015685,"1,542"
E01015686,"1,524"
E01015687,"1,655"
E01015688,"2,588"
E01015689,"1,503"
E01015690,"1,285"
E01015691,"2,033"
E01015692,"1,663"
E01033173,"2,258"
E01033174,"2,659"
E01033175,"1,538"
E01033177,"1,781"
E01033179,"3,038"
E01033180,"1,801"
E01033181,"1,630"
E01033182,"1,575"
E01035538,"1,713"
E01035539,"1,784"
E01035540,"1,531"
E01035541,"1,513"
E01035542,"1,536"
E01035543,"1,136"
E01035544,"1,568"
E01035545,"1,633"
E01035546,"1,435"
E01035547,"1,594"
E01035548,"1,525"
E01035549,"1,778"
E01035551,"1,673"
E01035552,"1,685"
E01035553,"1,425"
E01035554,"1,541"
E01015693,"1,736"
E01015694,"1,621"
E01015695,"1,785"
E01015696,"1,355"
E01015697,"1,724"
E01015698,"1,742"
E01015699,"1,897"
E01015700,"2,846"
E01015701,"2,231"
E01015702,"1,934"
E01015703,"2,090"
E01015704,"2,088"
E01015705,"1,662"
E01015706,"1,448"
E01015707,"1,487"
E01015708,"1,354"
E01015709,"1,503"
E01015710,"1,522"
E01015711,"1,977"
E01015712,"2,069"
E01015713,"1,640"
E01015714,"1,995"
E01015715,"2,184"
E01015716,"2,274"
E01015717,"1,687"
E01015718,"1,556"
E01015719,"2,117"
E01015720,"1,716"
E01015721,"1,716"
E01015722,"1,444"
E01015723,"1,447"
E01015724,"2,512"
E01015725,"1,814"
E01015726,"2,431"
E01015727,"2,402"
E01015728,"1,812"
E01015729,"2,310"
E01015730,"2,440"
E01015731,"2,139"
E01015732,"1,896"
E01015733,"2,114"
E01015734,"2,009"
E01015735,"1,913"
E01015736,"2,047"
E01015737,"1,611"
E01015738,"1,988"
E01015739,"2,169"
E01015740,"1,651"
E01015742,"1,983"
E01015743,"1,749"
E01015744,"1,553"
E01015745,"1,657"
E01015746,"1,621"
E01015747,"1,459"
E01015748,"1,857"
E01015749,"2,234"
E01015750,"2,699"
E01015751,"2,135"
E01015752,"1,412"
E01015753,"1,599"
E01015754,"1,913"
E01015755,"1,894"
E01015756,"1,817"
E01015757,"1,701"
E01015758,"1,565"
E01015759,"1,700"
E01015760,"1,455"
E01015761,"1,837"
E01015762,"1,956"
E01015763,"1,624"
E01015764,"1,683"
E01015765,"1,890"
E01015766,"1,741"
E01015767,"1,652"
E01015768,"1,662"
E01015769,"1,252"
E01015770,"1,368"
E01015771,"1,577"
E01015772,"1,643"
E01015773,"1,279"
E01015774,"1,463"
E01015775,"1,954"
E01015776,"2,010"
E01015777,"1,896"
E01015778,"1,848"
E01015779,"1,545"
E01015780,"1,786"
E01015781,"1,718"
E01015782,"2,438"
E01015783,"1,799"
E01015784,"2,539"
E01015785,"2,596"
E01015786,"2,381"
E01015787,"2,476"
E01015788,"2,151"
E01015789,"2,344"
E01015790,"1,661"
E01015792,"1,920"
E01015793,"1,802"
E01015795,"2,656"
E01015796,"1,455"
E01015797,"1,305"
E01015798,"1,400"
E01015799,"1,403"
E01015800,"1,463"
E01015801,"1,934"
E01015802,"1,694"
E01015803,"1,606"
E01015804,"1,967"
E01015805,"1,305"
E01015806,"1,328"
E01015807,"1,722"
E01015808,"1,428"
E01015809,"1,427"
E01015810,"1,395"
E01015811,"1,447"
E01015812,"1,346"
E01015813,"1,373"
E01033801,"1,802"
E01033802,"1,628"
E01033803,"1,575"
E01033804,"1,175"
E01033805,"1,269"
E01033806,"1,514"
E01033807,"1,742"
E01015814,"1,355"
E01015815,"1,656"
E01015816,"1,606"
E01015817,"1,647"
E01015818,"1,646"
E01015819,"1,476"
E01015820,"1,663"
E01015821,"1,691"
E01015822,"1,258"
E01015823,"1,726"
E01015824,"1,631"
E01015825,"1,626"
E01015826,"1,457"
E01015827,"1,710"
E01015828,"1,747"
E01015829,"1,610"
E01015830,"1,608"
E01015831,"1,723"
E01015832,"1,611"
E01015833,"1,614"
E01015834,"1,439"
E01015835,"1,761"
E01015836,"1,495"
E01015837,"1,750"
E01015838,"1,521"
E01015839,"1,847"
E01015840,"1,820"
E01015841,"2,563"
E01015842,"2,004"
E01015843,"1,661"
E01015844,"2,108"
E01015845,"1,608"
E01015846,"1,699"
E01015847,"1,586"
E01015848,"1,659"
E01015849,"1,717"
E01015850,"1,608"
E01015851,"1,659"
E01015852,"2,127"
E01015853,"1,842"
E01015854,"2,149"
E01015855,"2,053"
E01015856,"1,831"
E01015857,"1,627"
E01015858,"1,816"
E01015859,"1,944"
E01015860,"1,572"
E01015861,"2,010"
E01015862,"1,747"
E01015863,"2,351"
E01015864,"1,428"
E01015865,"1,457"
E01015866,"2,147"
E01015867,"1,495"
E01015868,"1,687"
E01015869,"1,661"
E01015870,"1,635"
E01015871,"1,649"
E01015872,"1,649"
E01015873,"1,234"
E01015874,"1,736"
E01015875,"1,635"
E01015876,"2,484"
E01015877,"1,883"
E01015878,"1,201"
E01015879,"1,426"
E01015880,"1,542"
E01015881,"1,404"
E01015882,"1,771"
E01015883,"1,443"
E01015884,"2,364"
E01015885,"1,735"
E01015886,"1,519"
E01015887,"1,588"
E01015888,"1,495"
E01015889,"1,427"
E01015890,"1,535"
E01015891,"1,470"
E01015892,"1,698"
E01015893,"1,482"
E01015894,"1,554"
E01015896,"1,911"
E01015897,"2,028"
E01015898,"1,898"
E01015899,"2,053"
E01015900,"1,727"
E01015901,"1,616"
E01015902,"1,674"
E01015903,"1,633"
E01015904,"1,770"
E01015905,"1,482"
E01015906,"1,557"
E01015907,"1,542"
E01015908,"1,620"
E01015909,"1,553"
E01015910,"1,565"
E01015911,"1,286"
E01015912,"1,587"
E01015913,"1,755"
E01015914,"1,322"
E01015915,"1,429"
E01015916,"1,427"
E01015917,"1,637"
E01015918,"1,397"
E01015919,"1,341"
E01015920,"1,527"
E01034095,"1,521"
E01034096,"1,728"
E01015921,"1,282"
E01015922,"1,597"
E01015923,"2,369"
E01015924,"1,615"
E01015925,"1,762"
E01015926,"2,137"
E01015927,"1,900"
E01015928,"1,769"
E01015929,"1,553"
E01015930,"1,833"
E01015931,"1,551"
E01015932,"1,894"
E01015933,"1,780"
E01015934,"1,512"
E01015935,"1,821"
E01015936,"1,956"
E01015937,"1,592"
E01015938,"1,953"
E01015939,"1,546"
E01015941,"1,446"
E01015942,"1,526"
E01015943,"1,505"
E01015944,"1,262"
E01015945,"1,324"
E01015946,"1,611"
E01015947,"1,477"
E01015948,"2,696"
E01015949,"1,793"
E01015950,"1,802"
E01015951,"1,775"
E01015952,"2,357"
E01015953,"2,714"
E01015954,"2,572"
E01015955,"1,693"
E01015956,"2,195"
E01015957,"1,541"
E01015958,"1,347"
E01015959,"1,953"
E01015960,"1,521"
E01015961,"1,682"
E01015962,"1,820"
E01015963,"1,200"
E01015964,"1,579"
E01015965,"2,624"
E01015966,"1,637"
E01015967,"1,581"
E01015968,"1,408"
E01015969,"1,897"
E01015970,"1,453"
E01015971,"1,620"
E01015972,"1,904"
E01015974,"1,402"
E01015975,"1,581"
E01015976,"1,815"
E01015977,"1,969"
E01015978,"1,496"
E01015979,"1,465"
E01015980,"1,507"
E01015982,"2,634"
E01015983,"1,471"
E01015984,"1,293"
E01015985,"1,421"
E01015986,"1,529"
E01015987,"1,577"
E01015988,"1,471"
E01015989,"1,501"
E01015990,"1,497"
E01015991,"1,805"
E01015992,"2,848"
E01015993,"1,632"
E01015994,"1,716"
E01015995,"1,641"
E01015996,"1,716"
E01015997,"1,363"
E01015998,"1,515"
E01015999,"1,358"
E01016000,"1,449"
E01016001,"1,402"
E01016002,"1,342"
E01016003,"2,420"
E01016004,"1,971"
E01016005,"1,663"
E01016006,"1,928"
E01016007,"2,054"
E01016008,"1,533"
E01016009,"1,735"
E01016010,"1,506"
E01016011,"1,781"
E01016013,"2,558"
E01016014,"2,810"
E01016015,"2,659"
E01033610,"1,690"
E01033611,"1,751"
E01033612,"1,608"
E01033613,"1,599"
E01033614,"1,861"
E01034368,"1,756"
E01034369,"1,819"
E01034370,"1,774"
E01034371,"2,104"
E01016016,"1,494"
E01016017,"1,708"
E01016018,"1,956"
E01016019,"1,892"
E01016020,"1,275"
E01016021,"1,673"
E01016022,"1,448"
E01016023,"1,779"
E01016024,"2,045"
E01016025,"1,661"
E01016026,"1,306"
E01016027,"1,487"
E01016028,"1,539"
E01016029,"2,265"
E01016030,"1,897"
E01016031,"1,800"
E01016032,"1,306"
E01016033,"1,272"
E01016034,"2,538"
E01016035,"1,965"
E01016037,"1,687"
E01016038,"1,608"
E01016039,"1,683"
E01016040,"1,817"
E01016041,"1,784"
E01016042,"1,480"
E01016043,"1,461"
E01016044,"1,736"
E01016045,"1,646"
E01016046,"1,589"
E01016047,"1,776"
E01016048,"1,747"
E01016049,"2,123"
E01016050,"1,685"
E01016051,"1,545"
E01016052,"1,663"
E01016053,"1,601"
E01016054,"1,603"
E01016055,"1,519"
E01016056,"1,420"
E01016057,"1,746"
E01016058,"1,406"
E01016059,"1,323"
E01016060,"1,588"
E01016061,"1,700"
E01016062,"1,596"
E01016063,"1,655"
E01016064,"1,685"
E01016065,"1,369"
E01016066,"1,681"
E01016067,"1,616"
E01016068,"1,708"
E01016069,"1,752"
E01016070,"1,670"
E01016071,"1,737"
E01016072,"1,290"
E01016073,"2,242"
E01016074,"2,055"
E01016075,"1,746"
E01016077,"1,654"
E01016078,"1,479"
E01016079,"1,284"
E01016080,"1,458"
E01016081,"1,638"
E01016082,"1,523"
E01016083,"1,298"
E01016084,"1,463"
E01016085,"1,650"
E01016086,"1,331"
E01016087,"1,785"
E01016088,"1,582"
E01016089,"1,546"
E01016090,"1,566"
E01016091,"1,528"
E01016092,"1,520"
E01016093,"1,807"
E01016094,"1,585"
E01016095,"1,330"
E01016096,"1,568"
E01016097,"1,451"
E01016098,"1,468"
E01016099,"1,539"
E01016100,"1,519"
E01016101,"1,418"
E01016102,"1,445"
E01016103,"1,898"
E01016104,"1,419"
E01016105,"1,438"
E01016106,"1,419"
E01016107,"1,491"
E01016111,"1,778"
E01016113,"1,522"
E01016114,"1,564"
E01016115,"1,992"
E01016116,"1,896"
E01016117,"1,994"
E01016118,"1,782"
E01016119,"1,503"
E01016120,"1,459"
E01016121,"1,495"
E01016122,"2,367"
E01016123,"1,540"
E01016124,"1,804"
