LSOA11CD,Total
E01010162,"1,548"
E01010163,"1,537"
E01010164,"1,736"
E01010165,"1,799"
E01010166,"1,879"
E01010167,"1,663"
E01010168,"1,776"
E01010169,"1,679"
E01010170,"1,493"
E01010171,"1,454"
E01010172,"1,552"
E01010173,"1,417"
E01010174,"1,713"
E01010175,"1,730"
E01010176,"1,419"
E01010177,"1,386"
E01010178,"1,959"
E01010179,"1,553"
E01010180,"1,497"
E01010181,"2,832"
E01010183,"1,882"
E01010184,"1,647"
E01010185,"1,558"
E01010186,"1,861"
E01010187,"1,486"
E01010188,"1,713"
E01010189,"1,653"
E01010190,"1,625"
E01010191,"1,921"
E01010192,"1,772"
E01010193,"1,257"
E01010194,"1,527"
E01010195,"1,614"
E01010196,"1,743"
E01010197,"1,716"
E01010198,"1,680"
E01010199,"1,950"
E01010200,"1,435"
E01010201,"1,744"
E01010202,"1,603"
E01010203,"1,743"
E01010204,"1,377"
E01010205,"1,487"
E01010206,"1,798"
E01010207,"1,450"
E01010208,"1,592"
E01010209,"1,696"
E01010210,"1,539"
E01010211,"1,435"
E01010212,"1,256"
E01010213,"1,754"
E01010214,"1,162"
E01010215,"1,534"
E01010216,"1,490"
E01010217,"1,553"
E01010218,"1,334"
E01010219,"1,572"
E01010220,"1,648"
E01010221,"2,021"
E01010222,"1,393"
E01010223,"1,244"
E01010225,"1,535"
E01010226,"1,730"
E01010227,"1,860"
E01010228,"1,618"
E01010229,"1,613"
E01010230,"1,852"
E01010231,"1,690"
E01010232,"2,190"
E01010233,"1,953"
E01010234,"1,791"
E01010235,"1,437"
E01010236,"1,382"
E01010237,"1,893"
E01010238,"1,404"
E01010239,"1,566"
E01010240,"1,368"
E01032590,"2,330"
E01032885,"1,537"
E01032886,"2,734"
E01010241,"2,341"
E01010242,"1,653"
E01010243,"1,474"
E01010244,"1,462"
E01010245,"1,586"
E01010246,"1,557"
E01010247,"1,571"
E01010248,"1,619"
E01010249,"1,759"
E01010250,"1,394"
E01010251,"1,567"
E01010252,"1,806"
E01010253,"1,195"
E01010254,"1,438"
E01010255,"1,323"
E01010256,"1,512"
E01010257,"1,133"
E01010258,"1,647"
E01010259,"1,597"
E01010260,"1,870"
E01010261,"1,876"
E01010262,"1,814"
E01010263,"1,636"
E01010264,"2,021"
E01010265,"2,003"
E01010266,"1,268"
E01010267,"1,598"
E01010268,"1,761"
E01010269,"1,642"
E01010270,"1,793"
E01010271,"2,124"
E01010272,"1,532"
E01010273,"1,458"
E01010274,"1,545"
E01010275,"1,920"
E01010277,"1,737"
E01010279,"2,037"
E01010282,"1,359"
E01010283,"1,919"
E01010284,"1,663"
E01010285,"1,841"
E01010286,"1,629"
E01010287,"1,719"
E01010288,"1,612"
E01010289,"1,950"
E01010290,"1,654"
E01010291,"1,475"
E01010292,"1,931"
E01010293,"1,715"
E01010294,"1,527"
E01010295,"1,507"
E01010296,"1,461"
E01010297,"1,357"
E01010298,"1,217"
E01010299,"1,576"
E01010300,"1,453"
E01010301,"1,469"
E01010302,"1,511"
E01010303,"1,590"
E01010304,"1,693"
E01010305,"1,396"
E01010306,"2,281"
E01010307,"1,716"
E01010308,"1,825"
E01010309,"2,234"
E01010310,"2,209"
E01010311,"2,784"
E01010312,"1,817"
E01010313,"1,564"
E01010314,"1,672"
E01010315,"1,985"
E01010316,"1,701"
E01010317,"1,589"
E01010318,"1,659"
E01010319,"1,293"
E01010320,"1,325"
E01010321,"1,585"
E01010322,"1,687"
E01010323,"1,499"
E01010324,"1,959"
E01010325,"1,918"
E01010326,"1,680"
E01010327,"1,659"
E01010328,"1,573"
E01010329,"1,709"
E01010330,"1,484"
E01010331,"1,641"
E01010332,"2,044"
E01010333,"1,631"
E01010334,"1,571"
E01010335,"1,644"
E01010336,"1,518"
E01010337,"1,394"
E01010338,"1,880"
E01010339,"1,521"
E01010340,"1,747"
E01010341,"1,694"
E01010342,"1,844"
E01010343,"1,613"
E01010344,"1,842"
E01010345,"1,126"
E01010346,"1,287"
E01010347,"1,466"
E01010348,"1,518"
E01010349,"1,254"
E01010350,"1,416"
E01010351,"1,737"
E01010352,"1,596"
E01010353,"1,521"
E01010354,"1,569"
E01010355,"1,476"
E01010356,"1,493"
E01010357,"2,302"
E01010358,"1,575"
E01010359,"1,504"
E01010360,"1,473"
E01010361,"1,507"
E01010362,"1,860"
E01010363,"2,716"
E01010364,"1,574"
E01010365,"1,719"
E01010366,"1,823"
E01010367,"1,929"
E01010368,"2,166"
E01010369,"1,732"
E01010370,"2,087"
E01010372,"1,631"
E01010373,"1,896"
E01010374,"2,699"
E01010375,"2,318"
E01010376,"1,221"
E01010377,"1,792"
E01010378,"1,176"
E01010379,"1,316"
E01010380,"1,439"
E01010381,"1,559"
E01010382,"1,516"
E01010383,"1,714"
E01010384,"1,418"
E01010385,"1,535"
E01010386,"1,600"
E01010387,"1,483"
E01010388,"1,401"
E01010389,"1,496"
E01010390,"1,692"
E01010391,"1,862"
E01010392,"1,536"
E01010393,"1,473"
E01010394,"1,334"
E01010395,"1,342"
E01010396,"1,661"
E01010397,"1,695"
E01010398,"1,551"
E01010399,"1,567"
E01010400,"2,109"
E01010401,"1,647"
E01010402,"1,723"
E01010403,"1,944"
E01010404,"2,026"
E01010405,"1,824"
E01010406,"2,896"
E01010407,"1,907"
E01010408,"1,771"
E01010409,"1,535"
E01032888,"2,715"
E01033894,"1,760"
E01033895,"1,676"
E01033896,"1,624"
E01033897,"1,402"
E01010410,"2,433"
E01010411,"2,144"
E01010412,"2,124"
E01010413,"1,710"
E01010414,"2,220"
E01010415,"1,854"
E01010416,"1,891"
E01010417,"1,628"
E01010418,"1,507"
E01010419,"1,745"
E01010420,"1,340"
E01010421,"1,654"
E01010422,"1,889"
E01010423,"1,601"
E01010424,"1,552"
E01010425,"1,321"
E01010426,"1,519"
E01010427,"1,831"
E01010428,"1,626"
E01010429,"1,373"
E01010430,"1,830"
E01010431,"1,553"
E01010432,"1,547"
E01010433,"1,425"
E01010434,"1,796"
E01010436,"1,431"
E01010437,"1,141"
E01010438,"1,437"
E01010439,"1,402"
E01010440,"1,592"
E01010441,"1,385"
E01010442,"1,345"
E01010443,"1,688"
E01010444,"1,281"
E01010445,"1,450"
E01010446,"1,650"
E01010447,"1,870"
E01010448,"1,718"
E01010449,"2,480"
E01010450,"2,677"
E01010451,"2,016"
E01010452,"1,679"
E01010454,"1,714"
E01010455,"2,658"
E01010456,"1,470"
E01010457,"1,573"
E01010458,"1,743"
E01010459,"1,547"
E01010460,"1,594"
E01010461,"1,579"
E01010462,"1,662"
E01010463,"1,842"
E01010464,"1,631"
E01010465,"1,709"
E01010466,"1,612"
E01010467,"1,659"
E01010468,"1,483"
E01010469,"1,460"
E01010470,"1,606"
E01010471,"1,785"
E01010472,"2,654"
E01010473,"2,124"
E01010474,"1,674"
E01010475,"1,702"
E01010476,"1,941"
E01010477,"1,701"
E01010478,"1,442"
E01010479,"1,625"
E01010480,"1,360"
E01010481,"1,516"
E01010482,"1,489"
E01010483,"1,494"
E01010484,"1,350"
E01010485,"2,236"
E01010486,"1,687"
E01010487,"1,556"
E01010488,"1,480"
E01010489,"1,478"
E01010490,"1,930"
E01010491,"1,569"
E01010492,"1,295"
E01010493,"1,543"
E01010494,"1,600"
E01010495,"1,753"
E01010496,"1,432"
E01010497,"1,120"
E01010498,"1,337"
E01010499,"1,463"
E01010500,"1,461"
E01010501,"1,429"
E01010502,"1,370"
E01010503,"1,272"
E01010504,"1,601"
E01010505,"1,211"
E01010506,"1,526"
E01010507,"1,458"
E01010508,"1,557"
E01010509,"1,480"
E01010510,"1,560"
E01010511,"1,775"
E01010512,"1,362"
E01010513,"1,580"
E01010514,"1,672"
E01010515,"1,644"
E01010516,"1,432"
E01010517,"1,695"
E01010518,"1,616"
E01010519,"1,553"
E01010520,"1,702"
E01010522,"1,786"
E01010523,"1,733"
E01010524,"1,785"
E01010525,"1,854"
E01010526,"1,463"
E01010527,"1,934"
E01010528,"1,606"
E01010529,"1,739"
E01010530,"1,931"
E01010531,"1,839"
E01010532,"1,733"
E01010533,"1,793"
E01010534,"1,491"
E01010535,"1,612"
E01010536,"1,672"
E01010537,"1,470"
E01010538,"1,551"
E01010539,"1,579"
E01010540,"1,474"
E01010541,"1,423"
E01010542,"1,584"
E01010543,"1,396"
E01010544,"1,533"
E01010545,"1,705"
E01010546,"1,725"
E01010547,"1,535"
E01010548,"1,465"
E01010549,"1,507"
E01010550,"1,686"
E01010551,"1,602"
E01010552,"1,878"
E01010553,"1,639"
E01010554,"1,397"
E01010555,"1,511"
E01010556,"1,451"
E01010557,"1,469"
E01010558,"1,647"
E01010559,"1,424"
E01010560,"1,736"
E01010561,"1,588"
E01010562,"1,530"
E01010563,"1,424"
E01010564,"2,516"
E01010565,"1,818"
E01010566,"1,871"
E01010567,"1,527"
E01034310,"1,030"
E01034311,"2,278"
E01034312,"1,869"
E01034313,"1,254"
E01034314,"1,728"
E01034315,"1,280"
E01010568,"1,705"
E01010569,"1,807"
E01010570,"1,473"
E01010571,"1,953"
E01010572,"1,537"
E01010573,"1,853"
E01010574,"1,418"
E01010575,"1,570"
E01010576,"1,525"
E01010577,"1,599"
E01010578,"1,616"
E01010579,"1,533"
E01010580,"2,562"
E01010581,"1,684"
E01010582,"1,695"
E01010583,"1,283"
E01010584,"1,809"
E01010585,"2,018"
E01010586,"1,617"
E01010587,"2,105"
E01010588,"1,617"
E01010589,"1,345"
E01010590,"2,184"
E01010591,"1,579"
E01010592,"1,669"
E01010593,"1,649"
E01010594,"1,666"
E01010595,"2,171"
E01010596,"1,548"
E01010597,"1,576"
E01010598,"1,693"
E01010599,"1,348"
E01010600,"1,455"
E01010601,"1,851"
E01010602,"1,650"
E01010603,"1,635"
E01010604,"1,787"
E01010605,"1,584"
E01010606,"2,046"
E01010607,"2,143"
E01010608,"1,730"
E01010609,"1,608"
E01010610,"2,090"
E01010611,"2,238"
E01010612,"1,423"
E01010613,"1,637"
E01010614,"1,697"
E01010615,"1,363"
E01010616,"1,919"
E01010617,"1,695"
E01010618,"1,782"
E01010619,"2,213"
E01010620,"2,024"
E01010621,"2,330"
E01010622,"2,627"
E01010623,"1,717"
E01010624,"2,158"
E01010625,"1,798"
E01010626,"2,133"
E01010627,"1,661"
E01010628,"1,840"
E01010629,"2,338"
E01010630,"1,927"
E01010631,"1,564"
E01010632,"1,518"
E01010633,"1,504"
E01010634,"1,576"
E01010635,"1,451"
E01010636,"1,696"
E01010637,"2,012"
E01010638,"1,465"
E01010639,"2,003"
E01010640,"1,730"
E01010641,"1,506"
E01010642,"2,090"
E01010643,"1,361"
E01010644,"2,051"
E01010645,"1,810"
E01010646,"1,355"
E01010647,"1,056"
E01010648,"1,385"
E01010649,"1,450"
E01010650,"2,166"
E01010651,"1,691"
E01010652,"1,661"
E01010653,"1,975"
E01010654,"1,686"
E01010655,"1,468"
E01010656,"1,592"
E01010657,"1,451"
E01010658,"2,002"
E01010659,"1,919"
E01010662,"1,463"
E01010663,"1,788"
E01010664,"1,597"
E01010665,"1,893"
E01010666,"1,753"
E01010667,"1,849"
E01010668,"1,452"
E01010669,"2,238"
E01010670,"1,838"
E01010671,"1,737"
E01010672,"1,330"
E01010673,"1,965"
E01010674,"2,248"
E01010675,"2,164"
E01010676,"2,443"
E01010678,"1,396"
E01010679,"2,127"
E01010680,"1,820"
E01010681,"1,443"
E01010682,"1,413"
E01010683,"2,294"
E01010684,"1,532"
E01010685,"1,680"
E01010686,"1,793"
E01010687,"1,814"
E01010688,"1,926"
E01010689,"1,939"
E01010690,"1,891"
E01010691,"1,642"
E01010692,"1,949"
E01010693,"1,499"
E01010694,"1,553"
E01010695,"1,553"
E01010696,"1,610"
E01010697,"1,481"
E01010698,"1,913"
E01010699,"1,992"
E01010700,"1,627"
E01010701,"1,508"
E01010702,"2,034"
E01010703,"1,694"
E01010704,"1,382"
E01010705,"1,638"
E01010706,"1,559"
E01010707,"1,846"
E01010708,"1,676"
E01010709,"2,742"
E01010710,"2,000"
E01010711,"1,565"
E01010712,"1,699"
E01010713,"1,597"
E01010714,"1,402"
E01010715,"1,063"
E01010716,"1,948"
E01010717,"1,620"
E01010718,"1,502"
E01010719,"1,855"
E01010720,"1,532"
E01010721,"1,947"
E01010722,"1,633"
E01010723,"1,564"
E01010724,"1,401"
E01010725,"1,527"
E01010726,"1,400"
E01010727,"1,725"
E01010728,"1,887"
E01010729,"1,718"
E01010730,"1,279"
E01010731,"1,608"
E01010732,"1,601"
E01010733,"1,672"
E01010734,"1,540"
E01010735,"1,850"
E01010736,"2,031"
E01010737,"1,670"
E01010738,"2,039"
E01010739,"2,037"
E01010740,"1,913"
E01010741,"1,402"
E01010742,"2,082"
E01010743,"1,648"
E01010744,"1,842"
E01010745,"1,886"
E01010746,"2,050"
E01010747,"1,614"
E01010748,"1,632"
E01010749,"1,369"
E01010750,"1,562"
E01010751,"1,393"
E01010752,"2,132"
E01010753,"1,347"
E01010754,"1,571"
E01010755,"2,008"
E01010756,"1,785"
E01010758,"1,261"
E01010759,"1,583"
E01010760,"1,889"
E01010761,"1,709"
E01010762,"1,591"
E01010763,"1,645"
E01010764,"1,629"
E01010765,"2,245"
E01010766,"1,226"
E01010767,"1,437"
E01010768,"1,605"
E01010769,"1,593"
E01010770,"1,795"
E01010771,"1,240"
E01010772,"1,248"
E01010773,"1,564"
E01010774,"1,623"
E01010775,"1,758"
E01010776,"1,603"
E01010777,"1,461"
E01010778,"2,032"
E01010779,"1,597"
E01010781,"1,459"
E01010782,"2,238"
E01010783,"1,597"
E01010784,"1,617"
E01010785,"1,573"
E01010786,"1,591"
E01010787,"1,595"
E01010788,"1,419"
E01010789,"1,865"
E01010790,"1,590"
E01010791,"1,836"
E01010792,"2,003"
E01010793,"1,838"
E01010794,"2,008"
E01010795,"1,917"
E01010796,"1,664"
E01010797,"1,407"
E01010798,"1,510"
E01010799,"1,581"
E01010800,"1,839"
E01010801,"2,039"
E01010802,"2,053"
E01010803,"1,933"
E01010804,"2,262"
E01010805,"1,839"
E01010806,"1,657"
E01010807,"2,368"
E01010808,"2,309"
E01010809,"2,129"
E01010810,"2,218"
E01010811,"2,212"
E01010812,"2,085"
E01010813,"1,911"
E01010814,"1,640"
E01010815,"2,575"
E01010816,"1,942"
E01010817,"2,682"
E01010818,"2,069"
E01010819,"1,486"
E01010820,"1,443"
E01010821,"1,954"
E01010822,"1,242"
E01010824,"1,908"
E01010825,"1,524"
E01010826,"1,676"
E01010827,"1,520"
E01010828,"1,634"
E01010829,"1,685"
E01010830,"2,412"
E01010831,"2,202"
E01010832,"2,413"
E01010833,"1,737"
E01010834,"2,855"
E01010836,"2,062"
E01010837,"2,155"
E01010838,"2,207"
E01010839,"1,654"
E01010840,"1,875"
E01010841,"1,817"
E01010842,"2,312"
E01010843,"2,042"
E01010845,"2,063"
E01010846,"2,125"
E01010847,"1,643"
E01010848,"1,646"
E01010849,"1,406"
E01010850,"1,382"
E01010851,"1,443"
E01010852,"1,969"
E01010853,"1,421"
E01010854,"1,727"
E01010855,"1,632"
E01010856,"1,490"
E01010857,"1,616"
E01010858,"1,575"
E01010859,"1,856"
E01010860,"1,735"
E01010861,"1,793"
E01010862,"1,642"
E01010863,"1,430"
E01010864,"1,206"
E01010865,"1,611"
E01010866,"1,331"
E01010867,"1,745"
E01010868,"1,655"
E01010869,"1,756"
E01010870,"1,429"
E01010871,"1,726"
E01010872,"1,864"
E01010873,"1,191"
E01010874,"1,507"
E01033689,"1,234"
E01033690,"1,831"
E01033691,"2,322"
E01033692,"1,075"
E01033693,"2,829"
E01033694,"1,055"
E01033695,"2,171"
E01033696,"1,603"
E01033697,"2,848"
E01033898,"1,602"
E01033899,"1,633"
E01033900,"1,565"
E01033901,"1,665"
E01010875,"1,688"
E01010876,"1,605"
E01010877,"1,448"
E01010878,"1,662"
E01010879,"1,808"
E01010880,"1,377"
E01010881,"1,551"
E01010882,"1,330"
E01010883,"1,593"
E01010884,"1,614"
E01010885,"1,490"
E01010886,"1,121"
E01010887,"1,474"
E01010888,"1,451"
E01010889,"1,706"
E01010890,"1,763"
E01010891,"1,695"
E01010892,"1,886"
E01010893,"1,458"
E01010894,"1,780"
E01010895,"1,384"
E01010896,"1,566"
E01010897,"1,633"
E01010898,"1,630"
E01010899,"1,383"
E01010900,"1,596"
E01010901,"1,898"
E01010902,"1,535"
E01010903,"1,703"
E01010904,"1,616"
E01010905,"1,932"
E01010906,"1,428"
E01010907,"1,485"
E01010908,"2,156"
E01010909,"1,752"
E01010910,"1,325"
E01010911,"1,707"
E01010912,"1,558"
E01010913,"1,303"
E01010914,"1,613"
E01010915,"1,521"
E01010916,"1,530"
E01010917,"1,792"
E01010918,"1,664"
E01010919,"1,563"
E01010920,"1,591"
E01010921,"1,615"
E01010922,"1,782"
E01010923,"1,524"
E01010924,"1,064"
E01010925,"1,530"
E01010926,"1,207"
E01010927,"2,295"
E01010928,"1,504"
E01010929,"2,741"
E01010930,"1,666"
E01010931,"1,408"
E01010932,"1,565"
E01010933,"1,660"
E01010934,"1,954"
E01010935,"1,412"
E01010936,"2,021"
E01010937,"1,538"
E01010938,"1,536"
E01010939,"1,645"
E01010940,"1,437"
E01010941,"1,389"
E01010942,"1,801"
E01010943,"1,470"
E01010944,"1,409"
E01010945,"1,552"
E01010946,"1,312"
E01010947,"1,437"
E01010948,"1,427"
E01010949,"1,601"
E01010950,"1,472"
E01010951,"1,520"
E01010952,"1,618"
E01010953,"1,508"
E01010954,"2,484"
E01010955,"1,400"
E01010956,"1,649"
E01010957,"1,463"
E01010958,"1,326"
E01010959,"1,720"
E01010960,"1,600"
E01010961,"1,202"
E01010964,"1,621"
E01010965,"1,377"
E01010966,"1,756"
E01010967,"1,515"
E01010968,"1,731"
E01010969,"1,741"
E01010970,"2,065"
E01010971,"1,957"
E01010972,"1,617"
E01010973,"1,732"
E01010974,"1,510"
E01010975,"1,487"
E01010976,"1,833"
E01010977,"1,855"
E01010978,"1,364"
E01010979,"1,406"
E01010980,"1,525"
E01010981,"1,478"
E01010982,"1,375"
E01010983,"1,635"
E01010984,"1,371"
E01010985,"1,417"
E01010986,"1,721"
E01010987,"1,867"
E01010988,"1,439"
E01010989,"1,456"
E01010990,"1,607"
E01010991,"1,397"
E01010992,"1,706"
E01010993,"1,702"
E01010995,"1,365"
E01010996,"1,521"
E01010997,"1,481"
E01010998,"1,841"
E01010999,"1,543"
E01011000,"2,435"
E01011001,"1,691"
E01011002,"1,861"
E01011003,"1,491"
E01032923,"2,114"
E01034582,"1,315"
E01034583,"1,079"
E01011004,"1,325"
E01011005,"1,474"
E01011006,"1,489"
E01011007,"1,762"
E01011008,"1,451"
E01011009,"1,374"
E01011010,"1,561"
E01011011,"1,503"
E01011012,"1,507"
E01011013,"1,552"
E01011014,"1,574"
E01011015,"1,578"
E01011016,"1,436"
E01011017,"1,504"
E01011018,"1,403"
E01011019,"1,437"
E01011020,"1,336"
E01011021,"1,601"
E01011022,"1,441"
E01011023,"1,814"
E01011024,"1,905"
E01011025,"1,568"
E01011026,"1,564"
E01011027,"1,295"
E01011028,"1,427"
E01011029,"1,561"
E01011030,"1,674"
E01011031,"2,042"
E01011032,"2,156"
E01011033,"1,748"
E01011034,"1,548"
E01011035,"1,655"
E01011036,"1,759"
E01011037,"2,349"
E01011038,"1,801"
E01011039,"1,843"
E01011040,"1,871"
E01011041,"1,534"
E01011042,"1,616"
E01011043,"2,718"
E01011044,"1,668"
E01011045,"1,972"
E01011046,"1,418"
E01011047,"1,556"
E01011048,"1,681"
E01011049,"1,732"
E01011050,"1,436"
E01011051,"1,692"
E01011052,"1,613"
E01011053,"1,400"
E01011054,"1,378"
E01011055,"1,306"
E01011056,"1,697"
E01011057,"1,635"
E01011058,"1,267"
E01011059,"1,839"
E01011060,"1,617"
E01011061,"1,664"
E01011062,"1,900"
E01011063,"2,193"
E01011064,"1,676"
E01011065,"1,643"
E01011066,"1,497"
E01011067,"1,668"
E01011068,"1,613"
E01011069,"1,400"
E01011070,"1,686"
E01011071,"1,943"
E01011072,"1,592"
E01011073,"1,557"
E01011074,"1,833"
E01011075,"1,452"
E01011076,"1,422"
E01011077,"1,592"
E01011078,"1,893"
E01011079,"2,001"
E01011080,"2,123"
E01011081,"1,816"
E01011082,"1,827"
E01011083,"1,777"
E01011084,"1,967"
E01011085,"1,733"
E01011086,"1,609"
E01011087,"1,499"
E01011088,"1,308"
E01011089,"1,297"
E01011090,"1,450"
E01011091,"1,361"
E01011092,"1,305"
E01011093,"1,428"
E01011094,"1,559"
E01011095,"1,374"
E01011096,"1,522"
E01011097,"1,658"
E01011098,"1,623"
E01011099,"1,473"
E01011100,"1,466"
E01011101,"1,796"
E01011102,"1,341"
E01011103,"1,361"
E01011104,"1,622"
E01011105,"2,454"
E01011106,"1,592"
E01011107,"2,223"
E01011108,"1,375"
E01011109,"1,855"
E01011110,"1,469"
E01011111,"1,873"
E01011112,"1,589"
E01011113,"1,558"
E01011114,"1,707"
E01011115,"1,822"
E01011116,"1,584"
E01011117,"1,676"
E01011118,"1,503"
E01011119,"1,444"
E01011120,"1,405"
E01011121,"1,775"
E01011122,"1,347"
E01011123,"1,647"
E01011124,"1,934"
E01011125,"2,141"
E01011126,"1,907"
E01011127,"1,349"
E01011128,"2,010"
E01011129,"1,277"
E01011130,"2,233"
E01011132,"1,551"
E01011133,"1,658"
E01011134,"2,105"
E01011136,"1,639"
E01011137,"1,502"
E01011138,"1,884"
E01011139,"1,589"
E01011140,"1,708"
E01011141,"1,810"
E01011142,"1,578"
E01011143,"1,784"
E01011144,"1,663"
E01011145,"1,420"
E01011146,"1,547"
E01011147,"1,681"
E01011148,"1,755"
E01011149,"1,777"
E01011150,"1,606"
E01011151,"1,491"
E01011152,"1,697"
E01011153,"1,721"
E01011154,"1,610"
E01011155,"2,153"
E01011156,"1,533"
E01011157,"1,730"
E01011158,"1,924"
E01011159,"1,731"
E01011160,"1,323"
E01011161,"1,322"
E01011162,"1,485"
E01011163,"1,383"
E01011164,"1,745"
E01011165,"1,784"
E01011166,"1,653"
E01011167,"2,002"
E01011168,"1,596"
E01011169,"1,380"
E01011170,"1,917"
E01011173,"1,255"
E01011174,"1,828"
E01011175,"1,763"
E01011176,"1,413"
E01011177,"2,045"
E01011178,"1,896"
E01011179,"1,668"
E01011180,"1,896"
E01011181,"1,754"
E01011182,"1,698"
E01011183,"2,262"
E01011184,"1,413"
E01011185,"1,566"
E01011186,"1,837"
E01011187,"1,650"
E01011188,"1,642"
E01011189,"1,868"
E01011190,"1,576"
E01011191,"1,547"
E01011192,"1,587"
E01011193,"2,250"
E01011194,"1,335"
E01011195,"1,764"
E01011196,"1,982"
E01011197,"1,509"
E01011198,"1,575"
E01011199,"1,474"
E01011200,"2,247"
E01011201,"1,771"
E01011202,"1,609"
E01011203,"1,879"
E01011204,"1,577"
E01011205,"1,591"
E01011206,"1,655"
E01011207,"1,501"
E01011208,"1,644"
E01011210,"2,052"
E01011211,"1,986"
E01011212,"1,554"
E01011213,"1,529"
E01011214,"1,486"
E01011215,"2,287"
E01011216,"1,483"
E01011217,"1,565"
E01011218,"1,617"
E01011219,"1,576"
E01011220,"1,773"
E01011221,"1,690"
E01011222,"1,613"
E01011223,"1,929"
E01011224,"1,786"
E01011225,"1,650"
E01011226,"1,484"
E01011227,"1,513"
E01011228,"1,391"
E01011229,"2,797"
E01011230,"2,041"
E01011231,"1,457"
E01011232,"1,561"
E01011233,"1,700"
E01011234,"1,525"
E01011235,"1,878"
E01011236,"1,716"
E01011237,"1,701"
E01011238,"1,779"
E01011239,"1,668"
E01011240,"1,813"
E01011241,"1,625"
E01011242,"1,616"
E01011243,"1,597"
E01011244,"2,004"
E01011245,"1,547"
E01011246,"1,542"
E01011247,"1,598"
E01011248,"1,391"
E01011249,"1,808"
E01011250,"1,760"
E01011251,"1,720"
E01011252,"1,118"
E01011253,"1,204"
E01011254,"1,514"
E01011255,"1,472"
E01011256,"1,306"
E01011257,"2,071"
E01011258,"2,003"
E01011259,"2,065"
E01011260,"1,504"
E01011261,"1,450"
E01011262,"1,746"
E01011263,"1,808"
E01034584,"1,694"
E01034585,"1,371"
E01034586,"1,490"
E01034587,"1,556"
E01034588,"2,382"
E01011264,"1,296"
E01011265,"1,967"
E01011266,"2,652"
E01011267,"1,696"
E01011268,"1,416"
E01011269,"1,583"
E01011270,"1,736"
E01011271,"2,202"
E01011272,"1,446"
E01011273,"1,462"
E01011274,"1,381"
E01011275,"1,420"
E01011276,"1,795"
E01011277,"1,579"
E01011278,"1,618"
E01011279,"1,292"
E01011280,"2,107"
E01011281,"2,146"
E01011282,"1,412"
E01011283,"1,570"
E01011284,"2,196"
E01011286,"1,291"
E01011287,"1,462"
E01011292,"1,969"
E01011293,"1,938"
E01011294,"1,730"
E01011295,"1,703"
E01011296,"1,665"
E01011297,"1,758"
E01011298,"1,522"
E01011299,"2,895"
E01011300,"1,466"
E01011301,"1,291"
E01011302,"1,822"
E01011303,"1,122"
E01011304,"1,606"
E01011305,"1,474"
E01011306,"1,316"
E01011307,"1,626"
E01011308,"1,536"
E01011309,"1,501"
E01011310,"1,658"
E01011311,"1,268"
E01011312,"2,016"
E01011313,"1,725"
E01011314,"1,554"
E01011315,"1,636"
E01011316,"2,015"
E01011317,"1,787"
E01011318,"1,559"
E01011319,"1,591"
E01011320,"1,799"
E01011321,"1,632"
E01011322,"1,678"
E01011323,"1,347"
E01011324,"1,801"
E01011325,"1,635"
E01011326,"1,500"
E01011327,"1,338"
E01011328,"1,596"
E01011329,"1,465"
E01011330,"1,382"
E01011331,"1,343"
E01011332,"1,601"
E01011333,"1,358"
E01011334,"1,351"
E01011335,"1,739"
E01011336,"1,525"
E01011337,"1,751"
E01011338,"2,040"
E01011339,"2,129"
E01011340,"1,826"
E01011341,"2,140"
E01011342,"1,879"
E01011343,"2,014"
E01011344,"2,051"
E01011345,"1,525"
E01011346,"1,891"
E01011347,"1,927"
E01011348,"1,812"
E01011349,"1,842"
E01011350,"1,500"
E01011351,"1,725"
E01011352,"1,888"
E01011353,"1,907"
E01011354,"1,558"
E01011355,"1,472"
E01011356,"2,028"
E01011357,"2,043"
E01011358,"1,574"
E01011359,"1,909"
E01011360,"2,224"
E01011361,"2,833"
E01011362,"1,907"
E01011363,"1,950"
E01011364,"2,129"
E01011366,"1,758"
E01011368,"1,623"
E01011369,"1,605"
E01011370,"1,672"
E01011371,"1,770"
E01011372,"1,708"
E01011373,"1,526"
E01011374,"1,228"
E01011375,"2,086"
E01011376,"1,647"
E01011377,"1,412"
E01011378,"1,422"
E01011379,"1,632"
E01011380,"1,586"
E01011381,"1,472"
E01011382,"1,642"
E01011383,"1,675"
E01011384,"1,536"
E01011385,"1,372"
E01011386,"1,847"
E01011388,"1,593"
E01011390,"1,372"
E01011391,"1,576"
E01011392,"1,989"
E01011393,"2,202"
E01011394,"1,172"
E01011395,"1,201"
E01011396,"1,876"
E01011397,"1,518"
E01011398,"1,134"
E01011399,"1,484"
E01011400,"1,404"
E01011401,"1,800"
E01011402,"2,106"
E01011403,"1,523"
E01011404,"1,321"
E01011405,"1,501"
E01011406,"1,293"
E01011407,"1,452"
E01011408,"1,510"
E01011409,"1,443"
E01011410,"1,685"
E01011411,"1,710"
E01011412,"1,819"
E01011413,"1,503"
E01011414,"1,523"
E01011415,"1,632"
E01011416,"1,504"
E01011417,"1,551"
E01011418,"1,464"
E01011419,"1,148"
E01011420,"1,397"
E01011421,"1,511"
E01011422,"1,626"
E01011423,"1,749"
E01011424,"1,930"
E01011425,"1,568"
E01011426,"1,659"
E01011427,"2,017"
E01011428,"2,154"
E01011429,"2,066"
E01011430,"1,708"
E01011431,"2,089"
E01011432,"1,748"
