LAD23CD,borough_pop,cov_pop,coverage_rate
E07000093,111318.0,60977.64397323545,0.5477788315747268
E07000094,121526.0,56260.78430210557,0.4629526545933016
E07000095,93400.0,65447.93695979667,0.7007273764432191
E07000096,151121.0,103662.39385224988,0.6859562460032019
E07000098,104735.0,65635.55263613602,0.6266821276186186
E07000099,133583.0,91016.25421238173,0.6813460860467404
E07000102,87529.0,50812.22621820761,0.580518756277435
E07000103,89746.0,78283.28294960118,0.8722760117398122
E07000105,125595.0,70395.20943055052,0.5604937253119194
E07000106,147300.0,96593.6937877398,0.6557616686200937
E07000107,93941.0,55349.98887589615,0.5891994855909151
E07000108,109470.0,54804.30227582132,0.5006330709401783
E07000109,103849.0,80481.53532368065,0.7749861368302117
E07000110,161101.0,100840.89661057104,0.6259482970966725
E07000111,117880.0,51536.53000037665,0.43719485918202117
E07000112,110040.0,64815.50287490424,0.5890176560787371
E07000113,134618.0,75381.03362435767,0.5599625133663974
E07000114,135351.0,113025.08546666635,0.83505172083447
E07000115,118171.0,65234.58405311292,0.5520354744659258
E07000116,112805.0,63662.223539619954,0.5643563985605244
E07000117,94734.0,65973.54928215659,0.696408356895693
E07000118,103090.0,52924.60245376092,0.5133825051291194
E07000119,81750.0,40917.11826616605,0.5005152081488202
E07000120,78550.0,47102.11886023602,0.5996450523263657
E07000121,140112.0,81623.70622406481,0.5825604246892829
E07000122,95819.0,55683.369622902945,0.5811307738851683
E07000123,144145.0,112494.75064605531,0.780427698817547
E07000124,59749.0,15040.398581457765,0.25172636498448114
E07000125,71008.0,26485.507601050405,0.3729932909115931
E07000126,99527.0,61293.449241519775,0.6158474508577549
E07000127,117099.0,58419.334129004324,0.49888841176273346
E07000128,112434.0,61167.73053922643,0.5440323259799209
E07000129,103271.0,57343.61882036466,0.5552732017736312
E07000130,172178.0,94776.3067704474,0.5504553820490852
E07000131,82229.0,29262.502168537376,0.3558659617475267
E07000132,107635.0,52095.81782765425,0.4840044393334348
E07000133,51756.0,13633.52067957138,0.26341913361873753
E07000134,98853.0,39333.973222639994,0.3979036875222805
E07000135,57788.0,44033.813419544735,0.7619888803825142
E07000136,61900.0,38540.86311659671,0.6226310681194945
E07000137,140034.0,56092.5119420059,0.4005635198737871
E07000138,92619.0,91069.80632689361,0.9832734787343159
E07000139,111382.0,49794.88728077992,0.44706404338923633
E07000140,89300.0,42529.57154401445,0.47625500049288294
E07000141,136412.0,83830.3355082716,0.6145378376409084
E07000142,92657.0,26307.63375306233,0.2839249463403988
E07000143,136100.0,52651.654580781695,0.3868600630476245
E07000144,129071.0,70377.20215861674,0.545259602533619
E07000145,97971.0,72813.18968281698,0.7432116614387624
E07000146,147943.0,72218.09374786484,0.488148095873849
E07000147,98417.0,36488.902339123306,0.3707581245021013
E07000148,137163.0,133821.75200512214,0.9756403111999747
E07000149,121855.0,40308.78323791072,0.33079301824226104
E07000170,119648.0,75065.746307488,0.6273882246881519
E07000171,116325.0,55856.044679639264,0.48017231618000655
E07000172,110796.0,79247.36814485888,0.7152547758480349
E07000173,117291.0,86577.43943472543,0.7381422226319617
E07000174,107448.0,76659.28412319526,0.7134547327376523
E07000175,113278.0,41333.7353632672,0.36488758067115595
E07000176,116332.0,55864.0928377665,0.4802126056267106
E07000177,136566.0,81101.99813237743,0.593866688138903
E07000178,150453.0,115008.13173733614,0.7644123529430197
E07000179,136147.0,55435.7521481409,0.40717571557317384
E07000180,125399.0,51870.8360049668,0.41364632895770137
E07000181,108144.0,44781.19187138997,0.41408854741261625
E07000192,97022.0,72527.9926669901,0.7475417190636156
E07000193,124486.0,73628.89606035357,0.5914632654302778
E07000194,93303.0,50866.0828830907,0.545170925726833
E07000195,123039.0,84366.35776187287,0.6856879344100072
E07000196,110787.0,42607.204111564584,0.384586676338962
E07000197,128990.0,69395.52355934148,0.5379914998010814
E07000198,95975.0,33872.743060636516,0.3529329831793333
E07000199,78842.0,64759.51867096593,0.8213835096898345
E07000200,89563.0,34958.20530016302,0.3903197224318415
E07000202,139638.0,135492.94566670427,0.9703157139654268
E07000203,100599.0,34200.600727438534,0.3399695894336776
E07000207,136873.0,94590.49010042193,0.6910821717973736
E07000208,75000.0,57625.51609374373,0.7683402145832497
E07000209,144013.0,81561.27687134019,0.5663466275359876
E07000210,87599.0,43629.88229073848,0.4980637026762689
E07000211,138859.0,87608.93651359424,0.6309201169070369
E07000212,87830.0,45987.8354453887,0.5236005401957042
E07000213,100351.0,63483.219392834064,0.6326117267673871
E07000214,90653.0,54816.63294395629,0.6046863638705425
E07000215,85642.0,37756.702056510694,0.44086665487156645
E07000216,128880.0,64981.628742776506,0.5042025818030456
E07000217,94722.0,70165.28594712466,0.740749624660846
E07000218,65338.0,14786.412595338801,0.22630647701703147
E07000219,123361.0,87051.99111585628,0.705668656348897
E07000220,98003.0,61589.688926385665,0.6284469753618325
E07000221,124526.0,35922.03803758295,0.28847018323549256
E07000222,144292.0,89917.43507895223,0.6231629964166567
E07000223,64632.0,50577.207594506544,0.7825412735874883
E07000224,146408.0,111794.71806373284,0.7635833975174365
E07000225,111708.0,44912.065245745645,0.4020487811593229
E07000226,114089.0,98540.13725100561,0.8637128667181376
E07000227,128368.0,64461.79577832911,0.502164057851872
E07000228,135933.0,84518.40385355974,0.6217651626430648
E07000229,102554.0,96501.04374976688,0.9409778628797207
E07000234,94041.0,44396.21897000293,0.4720942883423499
E07000235,79969.0,22778.102353787206,0.28483665362562
E07000236,82894.0,68435.8458628142,0.8255826219366202
E07000237,100426.0,85394.7573651403,0.8503251883490361
E07000238,123901.0,41885.75467029512,0.3380582454564138
E07000239,96271.0,55169.31763159487,0.5730626837946513
E07000240,144466.0,97330.10156614098,0.6737232398359543
E07000241,112057.0,79044.28577412468,0.7053935566196193
E07000242,134161.0,70357.7645862963,0.5244278485274878
E07000243,81704.0,76840.43564135733,0.9404733628874636
E07000244,244589.0,146821.19951208512,0.6002771977156991
E07000245,160558.0,92244.67051669213,0.5745255329332212
E08000001,296169.0,233561.80326431658,0.7886098925421519
E08000002,193866.0,132445.3684553168,0.683179972018388
E08000003,498661.0,479624.7291324126,0.961825226220644
E08000004,238725.0,188720.55717296884,0.790535374062075
E08000005,220675.0,163579.57150740147,0.7412691582979561
E08000006,235867.0,181853.10606052156,0.7709985121298086
E08000007,292354.0,242234.78471839757,0.8285666853143708
E08000008,228685.0,181532.94874197565,0.7938122252966991
E08000009,232746.0,207044.73858562644,0.8895737782201475
E08000010,329796.0,217927.79157987115,0.6607957391231887
E08000011,149509.0,117850.15796046717,0.7882479179211096
E08000012,459508.0,424007.9371900507,0.9227433193547244
E08000013,177313.0,121396.93621191006,0.6846476920017712
E08000014,274408.0,211969.66918925673,0.7724616964128478
E08000015,312995.0,267006.7115810678,0.8530702138406934
E08000016,241949.0,144872.06337284792,0.5987710772635882
E08000017,294531.0,182501.24035157092,0.6196333844368536
E08000018,252604.0,169082.88256599405,0.6693594819005005
E08000019,543883.0,497467.7851157676,0.9146595593459763
E08000021,279651.0,271223.8281612141,0.9698653970885645
E08000022,202121.0,197748.90104208668,0.9783689029941801
E08000023,144919.0,134962.53578728458,0.9312963502872955
E08000024,262523.0,240806.28490043886,0.9172769048823869
E08000025,1069690.0,1017880.1435433441,0.9515655409916369
E08000026,315448.0,299672.5914010003,0.9499904624565706
E08000027,317414.0,279823.4940678879,0.881572627760237
E08000028,328372.0,298478.8349209701,0.9089655479790302
E08000029,216677.0,162521.7868945955,0.7500647825777332
E08000030,277930.0,222115.96895170075,0.7991795378393867
E08000031,254821.0,229298.30790476914,0.8998407034929191
E08000032,540374.0,449856.6313753556,0.8324912586011829
E08000033,204434.0,132891.88285730203,0.650047853377139
E08000034,424965.0,331379.2242488882,0.7797800389417674
E08000035,784529.0,678512.5571829721,0.8648661262782792
E08000036,338155.0,223608.07325585096,0.6612591067878664
E08000037,189611.0,170229.20343962245,0.897781265009005
E09000001,8689.0,8589.630539432346,0.9885637633136548
E09000002,198809.0,170703.87854713664,0.8586325495683628
E09000003,364992.0,299977.63723398116,0.8218745540559277
E09000004,240795.0,202858.73340061988,0.8424540933184654
E09000005,316454.0,269739.5814854664,0.8523816462596977
E09000006,324626.0,256861.40985183258,0.7912533495525084
E09000007,197571.0,180991.2263772459,0.9160819471341741
E09000008,370490.0,322658.28967176407,0.8708960826790576
E09000009,355897.0,286350.6044223278,0.8045884186220389
E09000010,324306.0,277905.58671233605,0.8569239752343035
E09000011,251602.0,207527.8685216565,0.8248259891481645
E09000012,240022.0,215727.54313379244,0.8987823746731235
E09000013,177142.0,162284.1721603664,0.9161247595734857
E09000014,256599.0,235915.89532255247,0.9193952249328815
E09000015,242809.0,206423.85568425627,0.8501491117885097
E09000016,254846.0,202249.99659719868,0.7936165236935195
E09000017,274672.0,191368.18930473767,0.6967153161033438
E09000018,263396.0,203339.6032914414,0.7719919941511694
E09000019,208508.0,199179.40486086742,0.9552602531359344
E09000020,140124.0,130684.62187407207,0.932635536197026
E09000021,165440.0,142699.9141729981,0.8625478371191858
E09000022,311265.0,293803.92262267263,0.9439028564813667
E09000023,286755.0,251714.38571531794,0.8778029527482274
E09000024,209425.0,170760.7887536587,0.8153791990147247
E09000025,298938.0,256370.84899656198,0.8576054198414453
E09000026,302919.0,249049.89609311617,0.8221666389137564
E09000027,195315.0,143313.80367273508,0.7337572827111849
E09000028,277949.0,258229.5770351181,0.9290538085588295
E09000029,203361.0,182675.76639582115,0.8982831830873232
E09000030,229000.0,201427.46478487356,0.879595916091151
E09000031,271342.0,226640.5400246392,0.835257866547159
E09000032,310777.0,270919.21018904157,0.8717479420582654
E09000033,189331.0,180276.32311327156,0.9521754129713125
